Volksbegehren;Gebiet;"Stimm- berechtigte";"ungültige Eintragungen";"gültige Eintragungen";"Unter- stützungs- erklärungen";"Stimm- beteiligung in%(brutto)";"gültige Eintragungen +UE";Bundesland;Beteiligung (Gültig + Ungültig) in %;Beteiligung (G, Ung, Unter)
Pensions-Volksbegehren;RADKERSBURG;18657;3;656;0;3.52%;656;Steiermark;0.035321863;0.035321863
Pensions-Volksbegehren;VOITSBERG;42798;1;4831;0;11.29%;4831;Steiermark;0.112902472;0.112902472
Pensions-Volksbegehren;WEIZ;66998;21;4574;0;6.83%;4574;Steiermark;0.068584137;0.068584137
Pensions-Volksbegehren;INNSBRUCK STADT;82931;0;4397;1;5.30%;4398;Tirol;0.05301998;0.053032039
Pensions-Volksbegehren;IMST;37917;1;1334;0;3.52%;1334;Tirol;0.035208482;0.035208482
Pensions-Volksbegehren;INNSBRUCK LAND;113240;4;5990;0;5.29%;5990;Tirol;0.052931826;0.052931826
Pensions-Volksbegehren;KITZBÜHEL;42685;0;1930;0;4.52%;1930;Tirol;0.045214947;0.045214947
Pensions-Volksbegehren;KUFSTEIN;66502;2;3450;0;5.19%;3450;Tirol;0.051908213;0.051908213
Pensions-Volksbegehren;LANDECK;30849;2;1261;0;4.09%;1261;Tirol;0.04094136;0.04094136
Pensions-Volksbegehren;LIENZ;37875;0;1149;0;3.03%;1149;Tirol;0.030336634;0.030336634
Pensions-Volksbegehren;REUTTE;21536;1;1745;0;8.10%;1745;Tirol;0.081073551;0.081073551
Pensions-Volksbegehren;SCHWAZ;53710;1;2665;0;4.96%;2665;Tirol;0.049636939;0.049636939
Pensions-Volksbegehren;BLUDENZ;42382;3;2190;0;5.17%;2190;Vorarlberg;0.051743665;0.051743665
Pensions-Volksbegehren;BREGENZ;81878;18;2307;1;2.82%;2308;Vorarlberg;0.028395906;0.028408119
Pensions-Volksbegehren;DORNBIRN;52295;0;1753;0;3.35%;1753;Vorarlberg;0.033521369;0.033521369
Pensions-Volksbegehren;FELDKIRCH;64522;4;2185;0;3.39%;2185;Vorarlberg;0.033926413;0.033926413
Pensions-Volksbegehren;INNERE STADT;12754;0;1915;1;15.02%;1916;Wien;0.150148973;0.15022738
Pensions-Volksbegehren;LEOPOLDSTADT;57398;0;6186;1;10.78%;6187;Wien;0.10777379;0.107791212
Pensions-Volksbegehren;LANDSTRASSE;56644;6;5856;2;10.34%;5858;Wien;0.103488454;0.103523762
Pensions-Volksbegehren;WIEDEN;20765;3;1750;2;9.44%;1752;Wien;0.084420901;0.084517216
Pensions-Volksbegehren;MARGARETEN;32457;6;3128;1;9.64%;3129;Wien;0.096558524;0.096589334
Pensions-Volksbegehren;MARIAHILF;20139;0;1626;1;8.08%;1627;Wien;0.080738865;0.08078852
Pensions-Volksbegehren;NEUBAU;19900;0;1862;3;9.37%;1865;Wien;0.093567839;0.093718593
Pensions-Volksbegehren;JOSEFSTADT;15987;0;1642;1;10.28%;1643;Wien;0.102708451;0.102771001
Pensions-Volksbegehren;ALSERGRUND;26624;1;2529;0;9.50%;2529;Wien;0.095027043;0.095027043
Pensions-Volksbegehren;FAVORITEN;107587;1;13335;7;12.40%;13342;Wien;0.123955496;0.12402056
Pensions-Volksbegehren;SIMMERING;55758;0;7675;0;13.76%;7675;Wien;0.137648409;0.137648409
Pensions-Volksbegehren;MEIDLING;55217;0;6307;1;11.42%;6308;Wien;0.114222069;0.11424018
Pensions-Volksbegehren;HIETZING;39123;16;4396;2;11.24%;4398;Wien;0.112772538;0.112823659
Pensions-Volksbegehren;PENZING;57906;17;5148;0;8.89%;5148;Wien;0.089196284;0.089196284
Pensions-Volksbegehren;RUDOLFSHEIM-FÜNFHAUS;39568;2;4575;2;11.57%;4577;Wien;0.115674282;0.115724828
Pensions-Volksbegehren;OTTAKRING;56767;21;6782;4;11.95%;6786;Wien;0.119840753;0.119911216
Pensions-Volksbegehren;HERNALS;32176;3;4041;0;12.56%;4041;Wien;0.125683739;0.125683739
Pensions-Volksbegehren;WÄHRING;32011;4;2730;8;8.55%;2738;Wien;0.085408141;0.085658055
Pensions-Volksbegehren;DÖBLING;48929;3;4086;0;8.35%;4086;Wien;0.083570071;0.083570071
Pensions-Volksbegehren;BRIGITTENAU;49766;1;6291;1;12.64%;6292;Wien;0.1264317;0.126451794
Pensions-Volksbegehren;FLORIDSDORF;97677;1;12920;2;13.23%;12922;Wien;0.132282933;0.132303408
Pensions-Volksbegehren;DONAUSTADT;102541;2;11427;6;11.15%;11433;Wien;0.111457856;0.111516369
Pensions-Volksbegehren;LIESING;65246;4;7604;10;11.67%;7614;Wien;0.116604849;0.116758115
Atomfreies Europa;FREISTADT EISENSTADT;8901;0;271;32;3.40%;303;Burgenland;0.030446017;0.034041119
Atomfreies Europa;FREISTADT RUST;1401;0;55;10;4.64%;65;Burgenland;0.039257673;0.046395432
Atomfreies Europa;EISENSTADT UMGEBUNG;30050;3;752;43;2.65%;795;Burgenland;0.025124792;0.02655574
Atomfreies Europa;GÜSSING;21396;7;378;8;1.80%;386;Burgenland;0.017994018;0.018367919
Atomfreies Europa;JENNERSDORF;14169;3;221;22;1.72%;243;Burgenland;0.015809161;0.017361846
Atomfreies Europa;MATTERSBURG;28369;2;661;37;2.46%;698;Burgenland;0.023370581;0.024674821
Atomfreies Europa;NEUSIEDL AM SEE;39557;1;709;11;1.82%;720;Burgenland;0.017948783;0.018226863
Atomfreies Europa;OBERPULLENDORF;30000;2;791;57;2.83%;848;Burgenland;0.026433333;0.028333333
Atomfreies Europa;OBERWART;41702;3;624;30;1.57%;654;Burgenland;0.01503525;0.01575464
Atomfreies Europa;KLAGENFURT STADT;69355;2;743;41;1.13%;784;Kärnten;0.010741835;0.011332997
Atomfreies Europa;VILLACH STADT;42486;0;396;17;0.97%;413;Kärnten;0.009320717;0.009720849
Atomfreies Europa;FELDKIRCHEN;22475;2;218;11;1.02%;229;Kärnten;0.009788654;0.010278087
Atomfreies Europa;HERMAGOR;14894;0;165;16;1.22%;181;Kärnten;0.011078287;0.012152545
Atomfreies Europa;KLAGENFURT LAND;43302;1;442;23;1.07%;465;Kärnten;0.010230474;0.010761628
Atomfreies Europa;SANKT VEIT AN DER GLAN;44344;0;493;19;1.15%;512;Kärnten;0.011117626;0.011546094
Atomfreies Europa;SPITTAL AN DER DRAU;60799;2;660;72;1.20%;732;Kärnten;0.010888337;0.012072567
Atomfreies Europa;VILLACH LAND;48796;1;518;20;1.10%;538;Kärnten;0.010636118;0.011045987
Atomfreies Europa;VÖLKERMARKT;33013;1;282;20;0.91%;302;Kärnten;0.008572381;0.009178203
Atomfreies Europa;WOLFSBERG;42901;0;197;32;0.53%;229;Kärnten;0.004591968;0.005337871
Atomfreies Europa;KREMS AN DER DONAU STADT;17788;0;262;30;1.64%;292;Niederösterreich;0.014729031;0.016415561
Atomfreies Europa;SANKT PÖLTEN STADT;36987;0;796;47;2.28%;843;Niederösterreich;0.021521075;0.022791792
Atomfreies Europa;WAIDHOFEN AN DER YBBS;8855;0;143;11;1.74%;154;Niederösterreich;0.016149068;0.017391304
Atomfreies Europa;WIENER NEUSTADT STADT;28172;0;647;26;2.39%;673;Niederösterreich;0.022966066;0.023888968
Atomfreies Europa;AMSTETTEN;81760;10;1745;134;2.30%;1879;Niederösterreich;0.021465264;0.023104207
Atomfreies Europa;BADEN;91020;4;2152;117;2.49%;2269;Niederösterreich;0.023687102;0.024972534
Atomfreies Europa;BRUCK AN DER LEITHA;30400;7;634;33;2.19%;667;Niederösterreich;0.021085526;0.022171053
Atomfreies Europa;GÄNSERNDORF;68441;5;1586;80;2.43%;1666;Niederösterreich;0.0232463;0.02441519
Atomfreies Europa;GMÜND;31224;2;737;53;2.53%;790;Niederösterreich;0.023667692;0.025365104
Atomfreies Europa;HOLLABRUNN;38691;2;753;60;2.10%;813;Niederösterreich;0.019513582;0.02106433
Atomfreies Europa;HORN;24771;2;527;32;2.26%;559;Niederösterreich;0.021355617;0.022647451
Atomfreies Europa;KORNEUBURG;52079;6;1283;111;2.68%;1394;Niederösterreich;0.024750859;0.026882237
Atomfreies Europa;KREMS AN DER DONAU LAND;42225;2;778;33;1.92%;811;Niederösterreich;0.018472469;0.019253996
Atomfreies Europa;LILIENFELD;20291;1;466;17;2.38%;483;Niederösterreich;0.02301513;0.02385294
Atomfreies Europa;MELK;56667;8;1375;105;2.61%;1480;Niederösterreich;0.024405739;0.026258669
Atomfreies Europa;MISTELBACH;55506;5;1315;121;2.59%;1436;Niederösterreich;0.023781213;0.025961157
Atomfreies Europa;MÖDLING;79607;8;2332;208;3.19%;2540;Niederösterreich;0.0293944;0.032007236
Atomfreies Europa;NEUNKIRCHEN;65069;7;1373;52;2.19%;1425;Niederösterreich;0.021208256;0.022007408
Atomfreies Europa;SANKT PÖLTEN LAND;69610;5;1942;134;2.98%;2076;Niederösterreich;0.027970119;0.02989513
Atomfreies Europa;SCHEIBBS;31021;3;945;67;3.26%;1012;Niederösterreich;0.030559943;0.03271977
Atomfreies Europa;TULLN;48337;2;1001;48;2.34%;1133;Niederösterreich;0.02075015;0.021743178
Atomfreies Europa;WAIDHOFEN AN DER THAYA;21971;1;552;132;2.73%;600;Niederösterreich;0.025169542;0.031177461
Atomfreies Europa;WIENER NEUSTADT LAND;53219;4;1225;73;2.44%;1298;Niederösterreich;0.023093256;0.024464947
Atomfreies Europa;WIEN UMGEBUNG;75811;7;1982;196;2.87%;2178;Niederösterreich;0.026236298;0.028821675
Atomfreies Europa;ZWETTL;34731;0;1202;62;3.64%;1264;Niederösterreich;0.034608851;0.036394
Atomfreies Europa;LINZ STADT;135870;0;1990;217;1.62%;2207;Oberösterreich;0.014646353;0.016243468
Atomfreies Europa;STEYR STADT;28024;0;581;52;2.26%;633;Oberösterreich;0.02073223;0.022587782
Atomfreies Europa;WELS STADT;38963;1;594;43;1.63%;637;Oberösterreich;0.015270898;0.016374509
Atomfreies Europa;BRAUNAU AM INN;68823;6;1347;102;2.11%;1449;Oberösterreich;0.019659126;0.021141188
Atomfreies Europa;EFERDING;22692;0;436;21;2.01%;457;Oberösterreich;0.01921382;0.020139256
Atomfreies Europa;FREISTADT;47496;2;1959;293;4.74%;2252;Oberösterreich;0.041287687;0.047456628
Atomfreies Europa;GMUNDEN;73012;2;1307;124;1.96%;1431;Oberösterreich;0.01792856;0.019626911
Atomfreies Europa;GRIESKIRCHEN;45698;2;1006;97;2.41%;1103;Oberösterreich;0.022057858;0.024180489
Atomfreies Europa;KIRCHDORF AN DER KREMS;39770;3;757;44;2.01%;801;Oberösterreich;0.019109882;0.020216243
Atomfreies Europa;LINZ LAND;94837;1;1817;98;2.02%;1915;Oberösterreich;0.019169733;0.020203085
Atomfreies Europa;PERG;46790;5;1140;79;2.61%;1219;Oberösterreich;0.024471041;0.026159436
Atomfreies Europa;RIED IM INNKREIS;42724;2;940;81;2.39%;1021;Oberösterreich;0.022048497;0.023944387
Atomfreies Europa;ROHRBACH;42363;8;835;807;3.88%;1642;Oberösterreich;0.019899441;0.038949083
Atomfreies Europa;SCHÄRDING;41440;3;724;60;1.89%;784;Oberösterreich;0.017543436;0.018991313
Atomfreies Europa;STEYR LAND;43146;2;1024;117;2.64%;1141;Oberösterreich;0.023779725;0.026491448
Atomfreies Europa;URFAHR UMGEBUNG;58843;10;1756;395;3.66%;2151;Oberösterreich;0.030012066;0.036724844
Atomfreies Europa;VÖCKLABRUCK;91791;3;1960;150;2.30%;2110;Oberösterreich;0.021385539;0.023019686
Atomfreies Europa;WELS LAND;46048;3;1067;94;2.52%;1161;Oberösterreich;0.023236623;0.025277971
Atomfreies Europa;SALZBURG STADT;98198;0;2957;139;3.15%;3096;Salzburg;0.03011263;0.031528137
Atomfreies Europa; HALLEIN;37733;3;609;27;1.69%;636;Salzburg;0.016219225;0.016934779
Atomfreies Europa; SALZBURG UMGEBUNG;96854;5;2100;249;2.43%;2349;Salzburg;0.021733744;0.024304623
Atomfreies Europa;SANKT JOHANN IM PONGAU;53135;1;736;61;1.50%;797;Salzburg;0.01387033;0.015018349
Atomfreies Europa;TAMSWEG;15627;0;206;12;1.40%;218;Salzburg;0.013182313;0.013950214
Atomfreies Europa;ZELL AM SEE;58785;4;722;59;1.33%;781;Salzburg;0.012350089;0.013353747
Atomfreies Europa;GRAZ STADT;177018;0;2342;132;1.40%;2474;Steiermark;0.013230293;0.01397598
Atomfreies Europa;BRUCK AN DER MUR;50249;5;919;29;1.89%;948;Steiermark;0.018388426;0.018965552
Atomfreies Europa;DEUTSCHLANDSBERG;47651;4;725;121;1.78%;846;Steiermark;0.015298735;0.017838031
Atomfreies Europa;FELDBACH;51778;7;578;41;1.20%;619;Steiermark;0.011298235;0.012090077
Atomfreies Europa;FÜRSTENFELD;17690;2;255;33;1.63%;288;Steiermark;0.014527982;0.016393443
Atomfreies Europa;GRAZ UMGEBUNG;101835;15;1560;126;1.66%;1686;Steiermark;0.015466195;0.016703491
Atomfreies Europa;HARTBERG;51570;1;611;32;1.25%;643;Steiermark;0.011867365;0.012487881
Atomfreies Europa;JUDENBURG;37148;4;518;44;1.51%;562;Steiermark;0.014051901;0.015236352
Atomfreies Europa;KNITTELFELD;22734;0;300;22;1.42%;322;Steiermark;0.013196094;0.014163808
Atomfreies Europa;LEIBNITZ;57698;2;706;26;1.27%;732;Steiermark;0.012270789;0.012721411
Atomfreies Europa;LEOBEN;53168;2;791;48;1.58%;839;Steiermark;0.014914986;0.015817785
Atomfreies Europa;LIEZEN;61445;2;1023;70;1.78%;1093;Steiermark;0.016681585;0.017820815
Atomfreies Europa;MÜRZZUSCHLAG;33750;5;657;38;2.06%;695;Steiermark;0.019614815;0.020740741
Atomfreies Europa;MURAU;23145;3;491;42;2.30%;533;Steiermark;0.021343703;0.02315835
Atomfreies Europa;RADKERSBURG;18516;1;174;16;1.03%;190;Steiermark;0.009451285;0.010315403
Atomfreies Europa;VOITSBERG;42522;1;494;27;1.23%;521;Steiermark;0.011641033;0.012275998
Atomfreies Europa;WEIZ;66085;8;1267;111;2.09%;1378;Steiermark;0.019293334;0.020972989
Atomfreies Europa;INNSBRUCK STADT;81980;0;1210;92;1.59%;1302;Tirol;0.014759697;0.015881922
Atomfreies Europa;IMST;37189;0;287;27;0.84%;314;Tirol;0.007717336;0.008443357
Atomfreies Europa;INNSBRUCK LAND;111152;12;1674;103;1.60%;1777;Tirol;0.015168418;0.016095077
Atomfreies Europa;KITZBÜHEL;42077;2;625;55;1.62%;680;Tirol;0.014901252;0.01620838
Atomfreies Europa;KUFSTEIN;65362;5;1052;53;1.69%;1105;Tirol;0.016171476;0.016982344
Atomfreies Europa;LANDECK;30346;1;234;18;0.83%;252;Tirol;0.007744019;0.008337178
Atomfreies Europa;LIENZ;37439;3;425;32;1.22%;457;Tirol;0.011431929;0.012286653
Atomfreies Europa;REUTTE;21243;1;240;21;1.23%;261;Tirol;0.011344914;0.012333475
Atomfreies Europa;SCHWAZ;52872;5;716;48;1.44%;764;Tirol;0.013636708;0.01454456
Atomfreies Europa;BLUDENZ;41705;5;1186;184;3.28%;1370;Vorarlberg;0.028557727;0.032969668
Atomfreies Europa;BREGENZ;80751;39;2170;301;3.06%;2471;Vorarlberg;0.027355698;0.031083206
Atomfreies Europa;DORNBIRN;51223;0;1208;131;2.61%;1339;Vorarlberg;0.023583156;0.026140601
Atomfreies Europa;FELDKIRCH;63271;34;1962;271;3.53%;2233;Vorarlberg;0.031546838;0.035830001
Atomfreies Europa;INNERE STADT;13135;0;422;18;3.35%;440;Wien;0.032127903;0.033498287
Atomfreies Europa;LEOPOLDSTADT;57310;0;1615;91;2.98%;1706;Wien;0.028180073;0.029767929
Atomfreies Europa;LANDSTRASSE;56696;0;1798;72;3.30%;1870;Wien;0.031712996;0.032982926
Atomfreies Europa;WIEDEN;21022;0;743;40;3.72%;783;Wien;0.035343925;0.037246694
Atomfreies Europa;MARGARETEN;32336;0;969;42;3.13%;1011;Wien;0.029966601;0.031265463
Atomfreies Europa;MARIAHILF;20088;0;695;17;3.54%;712;Wien;0.03459777;0.035444046
Atomfreies Europa;NEUBAU;19996;0;755;44;4.00%;799;Wien;0.037757552;0.039957992
Atomfreies Europa;JOSEFSTADT;16078;0;619;29;4.03%;648;Wien;0.038499813;0.04030352
Atomfreies Europa;ALSERGRUND;27067;0;850;41;3.29%;891;Wien;0.031403554;0.032918314
Atomfreies Europa;FAVORITEN;106919;1;2007;81;1.95%;2088;Wien;0.018780572;0.019538155
Atomfreies Europa;SIMMERING;55502;0;964;30;1.79%;994;Wien;0.017368743;0.017909265
Atomfreies Europa;MEIDLING;55002;0;1387;49;2.61%;1436;Wien;0.025217265;0.026108142
Atomfreies Europa;HIETZING;39330;0;1566;78;4.18%;1644;Wien;0.039816934;0.041800153
Atomfreies Europa;PENZING;58015;2;1867;81;3.36%;1948;Wien;0.032215806;0.033611997
Atomfreies Europa;RUDOLFSHEIM-FÜNFHAUS;39674;0;983;26;2.54%;1009;Wien;0.024776932;0.025432273
Atomfreies Europa;OTTAKRING;56456;0;1754;83;3.25%;1837;Wien;0.031068443;0.032538614
Atomfreies Europa;HERNALS;31723;0;1161;60;3.85%;1221;Wien;0.036598052;0.038489424
Atomfreies Europa;WÄHRING;32053;0;1252;75;4.14%;1327;Wien;0.039060306;0.041400181
Atomfreies Europa;DÖBLING;49093;2;1297;66;2.78%;1363;Wien;0.026459984;0.027804371
Atomfreies Europa;BRIGITTENAU;50008;0;1190;38;2.46%;1228;Wien;0.023796193;0.024556071
Atomfreies Europa;FLORIDSDORF;96874;0;2607;100;2.79%;2707;Wien;0.026911246;0.027943514
Atomfreies Europa;DONAUSTADT;101400;0;2463;97;2.52%;2560;Wien;0.024289941;0.025246548
Atomfreies Europa;LIESING;65028;0;1942;91;3.13%;2033;Wien;0.029864059;0.031263456
Volksbegehren gegen Abfangjäger;FREISTADT EISENSTADT;8811;0;708;7;8.11%;715;Burgenland;0.080354103;0.081148564
Volksbegehren gegen Abfangjäger;FREISTADT RUST;1397;0;91;0;6.51%;91;Burgenland;0.065139585;0.065139585
Volksbegehren gegen Abfangjäger;EISENSTADT UMGEBUNG;29950;9;3685;74;12.55%;3759;Burgenland;0.123338898;0.125809683
Volksbegehren gegen Abfangjäger;GÜSSING;21408;6;1788;5;8.38%;1793;Burgenland;0.083800448;0.084034006
Volksbegehren gegen Abfangjäger;JENNERSDORF;14173;7;1280;19;9.17%;1299;Burgenland;0.090806463;0.09214704
Volksbegehren gegen Abfangjäger;MATTERSBURG;28136;2;3913;76;14.18%;3989;Burgenland;0.139145579;0.141846744
Volksbegehren gegen Abfangjäger;NEUSIEDL AM SEE;40314;2;3896;3;9.67%;3899;Burgenland;0.096690976;0.096765392
Volksbegehren gegen Abfangjäger;OBERPULLENDORF;29875;8;3430;42;11.62%;3472;Burgenland;0.115079498;0.116485356
Volksbegehren gegen Abfangjäger;OBERWART;41596;6;3633;27;8.80%;3660;Burgenland;0.087484373;0.088133474
Volksbegehren gegen Abfangjäger;KLAGENFURT STADT;68134;0;6010;13;8.84%;6023;Kärnten;0.08820853;0.088399331
Volksbegehren gegen Abfangjäger;VILLACH STADT;42308;6;4370;16;10.37%;4386;Kärnten;0.103431975;0.103810154
Volksbegehren gegen Abfangjäger;FELDKIRCHEN;22299;0;1945;2;8.73%;1947;Kärnten;0.087223642;0.087313332
Volksbegehren gegen Abfangjäger;HERMAGOR;14879;0;1375;0;9.24%;1375;Kärnten;0.092412124;0.092412124
Volksbegehren gegen Abfangjäger;KLAGENFURT LAND;42817;4;4172;26;9.80%;4198;Kärnten;0.097531354;0.09813859
Volksbegehren gegen Abfangjäger;SANKT VEIT AN DER GLAN;44061;9;4355;33;9.96%;4388;Kärnten;0.099044506;0.099793468
Volksbegehren gegen Abfangjäger;SPITTAL AN DER DRAU;60438;8;5474;6;9.07%;5480;Kärnten;0.090704524;0.090803799
Volksbegehren gegen Abfangjäger;VILLACH LAND;48501;1;5499;55;11.45%;5555;Kärnten;0.113399724;0.114533721
Volksbegehren gegen Abfangjäger;VÖLKERMARKT;32912;1;3198;22;9.78%;3220;Kärnten;0.09719859;0.097867039
Volksbegehren gegen Abfangjäger;WOLFSBERG;42779;19;3612;133;8.75%;3745;Kärnten;0.084878094;0.087987096
Volksbegehren gegen Abfangjäger;KREMS AN DER DONAU STADT;17811;3;1738;9;9.81%;1747;Niederösterreich;0.097748582;0.098253888
Volksbegehren gegen Abfangjäger;SANKT PÖLTEN STADT;36830;0;5210;92;14.40%;5302;Niederösterreich;0.141460766;0.143958729
Volksbegehren gegen Abfangjäger;WAIDHOFEN AN DER YBBS;8776;0;905;35;10.71%;940;Niederösterreich;0.103122151;0.107110301
Volksbegehren gegen Abfangjäger;WIENER NEUSTADT STADT;27550;0;2624;460;11.19%;3084;Niederösterreich;0.095245009;0.111941924
Volksbegehren gegen Abfangjäger;AMSTETTEN;81125;67;8875;577;11.73%;9514;Niederösterreich;0.110224961;0.117337442
Volksbegehren gegen Abfangjäger;BADEN;90323;7;10760;662;12.65%;11422;Niederösterreich;0.119205518;0.12653477
Volksbegehren gegen Abfangjäger;BRUCK AN DER LEITHA;30133;0;3659;171;12.71%;3830;Niederösterreich;0.121428334;0.127103176
Volksbegehren gegen Abfangjäger;GÄNSERNDORF;65986;19;7922;179;12.27%;8097;Niederösterreich;0.120343709;0.123056406
Volksbegehren gegen Abfangjäger;GMÜND;31253;0;3617;30;11.67%;3647;Niederösterreich;0.11573289;0.116692797
Volksbegehren gegen Abfangjäger;HOLLABRUNN;38635;2;3265;34;8.54%;3299;Niederösterreich;0.084560632;0.085440663
Volksbegehren gegen Abfangjäger;HORN;24735;8;1939;37;7.99%;1976;Niederösterreich;0.078714372;0.080210228
Volksbegehren gegen Abfangjäger;KORNEUBURG;51318;2;5802;68;11.44%;5870;Niederösterreich;0.113098718;0.114423789
Volksbegehren gegen Abfangjäger;KREMS AN DER DONAU LAND;41897;7;3396;32;8.18%;3428;Niederösterreich;0.081222999;0.081986777
Volksbegehren gegen Abfangjäger;LILIENFELD;20239;6;3076;163;16.00%;3239;Niederösterreich;0.152280251;0.160334009
Volksbegehren gegen Abfangjäger;MELK;56065;14;5484;179;10.10%;5665;Niederösterreich;0.098064746;0.101257469
Volksbegehren gegen Abfangjäger;MISTELBACH;55266;1;5056;14;9.17%;5070;Niederösterreich;0.091502913;0.091756233
Volksbegehren gegen Abfangjäger;MÖDLING;78896;4;8080;453;10.82%;8533;Niederösterreich;0.102464003;0.108205739
Volksbegehren gegen Abfangjäger;NEUNKIRCHEN;64905;7;7056;130;11.07%;7186;Niederösterreich;0.108820584;0.110823511
Volksbegehren gegen Abfangjäger;SANKT PÖLTEN LAND;69038;15;8145;265;12.18%;8409;Niederösterreich;0.118195776;0.122034242
Volksbegehren gegen Abfangjäger;SCHEIBBS;30801;2;2808;57;9.30%;2865;Niederösterreich;0.091230804;0.093081393
Volksbegehren gegen Abfangjäger;TULLN;47899;2;4255;52;8.99%;4307;Niederösterreich;0.088874507;0.089960124
Volksbegehren gegen Abfangjäger;WAIDHOFEN AN DER THAYA;21897;0;1567;34;7.31%;1601;Niederösterreich;0.071562314;0.073115039
Volksbegehren gegen Abfangjäger;WIENER NEUSTADT LAND;53009;15;5661;312;11.23%;5952;Niederösterreich;0.107076157;0.11296195
Volksbegehren gegen Abfangjäger;WIEN UMGEBUNG;75259;11;8523;163;11.54%;8686;Niederösterreich;0.113395076;0.11556093
Volksbegehren gegen Abfangjäger;ZWETTL;34723;8;2599;11;7.52%;2611;Niederösterreich;0.075079918;0.075396711
Volksbegehren gegen Abfangjäger;LINZ STADT;135267;1;19972;121;14.86%;20094;Oberösterreich;0.147656117;0.148550644
Volksbegehren gegen Abfangjäger;STEYR STADT;27982;0;4189;46;15.13%;4235;Oberösterreich;0.149703381;0.151347295
Volksbegehren gegen Abfangjäger;WELS STADT;38568;5;4091;88;10.84%;4179;Oberösterreich;0.106202033;0.108483717
Volksbegehren gegen Abfangjäger;BRAUNAU AM INN;68284;7;7294;193;10.96%;7487;Oberösterreich;0.106921094;0.109747525
Volksbegehren gegen Abfangjäger;EFERDING;22472;5;2667;72;12.19%;2739;Oberösterreich;0.118903524;0.122107512
Volksbegehren gegen Abfangjäger;FREISTADT;47079;10;6291;53;13.48%;6344;Oberösterreich;0.133838867;0.134964634
Volksbegehren gegen Abfangjäger;GMUNDEN;72325;16;9784;310;13.97%;10101;Oberösterreich;0.135499482;0.13978569
Volksbegehren gegen Abfangjäger;GRIESKIRCHEN;45394;4;5400;113;12.15%;5513;Oberösterreich;0.11904657;0.121535886
Volksbegehren gegen Abfangjäger;KIRCHDORF AN DER KREMS;39501;16;4559;436;12.65%;4995;Oberösterreich;0.115819853;0.126857548
Volksbegehren gegen Abfangjäger;LINZ LAND;93566;14;14630;911;16.61%;15545;Oberösterreich;0.156509843;0.166246286
Volksbegehren gegen Abfangjäger;PERG;46404;22;6658;119;14.60%;6777;Oberösterreich;0.143953107;0.146517542
Volksbegehren gegen Abfangjäger;RIED IM INNKREIS;42427;3;4131;31;9.81%;4162;Oberösterreich;0.097437952;0.098168619
Volksbegehren gegen Abfangjäger;ROHRBACH;42040;5;4028;62;9.73%;4089;Oberösterreich;0.095932445;0.097407231
Volksbegehren gegen Abfangjäger;SCHÄRDING;41112;3;3459;67;8.58%;3526;Oberösterreich;0.08420899;0.085838685
