Jahr,Förderung,Medium/Projekt/Fördernehmer,Verleger & Adresse,Förderbetrag
2005,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Österreichische BauernZeitung - Tiroler Ausgabe,"Agrar Media VerlagsgesmbH
 Achauer Straße 49a
 2333 Leopoldsdorf
 Prologo Werbeagentur GesmbH.
 Brixnerstr. 1
 6020 Innsbruck",abgelehnt wegen Nichterfüllung der Förderungsvoraussetzung gemäß § 2 Abs.1 Z 2 PresseFG 2004
2005,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Osttiroler Bote,"Osttiroler Bote Medienunternehmen Ges.m.b.H.
 Schweizergasse 26
 9900 Lienz",9700
2005,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Profil,"Verlagsgruppe NEWS Gesellschaft m.b.H.
 Taborstrasse 1-3
 1020 Wien","48724,44"
2005,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Raiffeisenzeitung,"Raiffeisen Media GmbH
 Friedrich-Wilhelm-Raiffeisen-Platz 1
 1020 Wien","73245,9"
2005,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Rieder Rundschau,"OÖ Rundschau Redaktions Gesellschaft mbH & Co KG
 Hafenstr. 1-3
 4020 Linz",9700
2005,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Rupertusblatt - Kirchenzeitung der Erzdiözese Salzburg,"Ordinariat der Erzdiözese Salzburg
 Kapitelplatz 2
 5020 Salzburg","80729,72"
2005,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Salzburger Woche,"Verlagshausges.m.b.H.
 Ing. Ludwig-Pech-Str. 1
 5600 St. Johann","82799,72"
2005,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Salzkammergut Zeitung,"OÖ Rundschau Redaktions Gesellschaft mbH & Co KG
 Hafenstr. 1-3
 4020 Linz",keine Förderung aufgrund der Bestimmung des § 7 Abs.2 PresseFG 2004
2005,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Samstag,"Dr. Markaritzer Verlag GmbH
 Piaristengasse 5-7
 1080 Wien",keine Förderung aufgrund der Bestimmung des § 14 Abs.2 PresseFG 2004 (Zeitung erscheint nicht mehr)
2005,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Der Sonntag,"Wiener Domverlag Ges.m.b.H.
 Spiegelgasse 3/DG
 1010 Wien","74440,12"
2005,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Sonntagsblatt für Steiermark,"Bischöfliches Ordinariat
 Bischofsplatz 4
 8010 Graz","82799,72"
2005,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Verein Zeitung in der Schule (ZIS),"Sozialdemokratische Partei Österreichs - Bundesparteileitung
 Löwelstr. 18
 1014 Wien","50157,52"
2005,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Sportwoche,"Sportwoche Verlags GmbH.
 Heiligenstädterlände 29
 1190 Wien","40603,7"
2005,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Steyrer Rundschau,"OÖ Rundschau Redaktions Gesellschaft mbH & Co KG
 Hafenstr. 1-3
 4020 Linz",3880
2005,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Sportzeitung,"Sportzeitung Verlags GmbH
 Linke Wienzeile 40/22
 1060 Wien",keine Förderung aufgrund der Bestimmung des § 7 Abs. 2 PresseFG 2004
2005,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,tv media,"Verlagsgruppe NEWS Gesellschaft m.b.H.
 Taborstrasse 1-3
 1020 Wien","82799,72"
2005,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Vöcklabrucker Rundschau,"OÖ Rundschau Redaktions Gesellschaft mbH & Co KG
 Hafenstr. 1-3
 4020 Linz",1940
2005,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Welser Rundschau,"OÖ Rundschau Redaktions Gesellschaft mbH & Co KG
 Hafenstr. 1-3
 4020 Linz",5820
2005,Vertriebsförderung für Wochenzeitungen gemäß dem Abschnitt II PresseFG 2004,Zur Zeit - Die Wochenzeitung für Österreich,"W 3 Verlagsges.m.b.H.
 Engelsberggasse 4/3
 1030 Wien","50051,36"
2005,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),Kleine Zeitung Steiermark und Kärnten,"Kleine Zeitung GmbH & Co KG
 Schönaugasse 64
 8010 Graz",18000
2005,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),Kurier,"Mediaprint Zeitungs- und Zeitschriftenverlag GmbH & Co KG
 Muthgasse 2
 1190 Wien","8482,38"
2005,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),Neue Kärntner Tageszeitung,"Kärntner Druck- und VerlagsgmbH
 Viktringer Ring 28
 9020 Klagenfurt",18000
2005,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),Neue Kronenzeitung,"Mediaprint Zeitungs- und Zeitschriftenverlag GmbH & Co KG
 Muthgasse 2
 1190 Wien","6744,88"
2005,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),Neue Vorarlberger Tageszeitung,"Zeitungs- und VerlagsgesmbH
 Gutenbergstraße 1
 6858 Schwarzach",2000
2005,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),NEUE Zeitung für Tirol,"Schlüsselverlag J.S. Moser GmbH
 Ing. Etzel-Straße 30
 6020 Innsbruck",18000
2005,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),Neues Volksblatt,"OÖ Media Data Vertriebs- und VerlagsgesmbH
 Hafenstraße 1-3
 4010 Linz",18000
2005,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),Oberösterreichische Nachrichten,"OÖN Redaktion GmbH & CO KG
 Promenade 23
 4020 Linz",18000
2005,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),Die Presse,"Die Presse Verlags-GmbH & Co KG
 Parkring 12a
 1010 Wien",18000
2005,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),Salzburger Nachrichten,"Salzburger Nachrichten Verlagsges.m.b.H. & Co KG
 Karolingerstraße 40
 5020 Salzburg",18000
2005,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),SVZ Salzburger Volkszeitung,"Salzburger Volkszeitung GmbH
 Bergstraße 12
 5020 Salzburg",18000
2005,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),Tiroler Tageszeitung,"Schlüsselverlag J.S. Moser GmbH.
 Ing.-Etzel-Straße 30
 6020 Innsbruck",18000
2005,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),Vorarlberger Nachrichten,"Eugen Russ, Vorarlberger Zeitungsverlag u. Druckerei GmbH
 Gutenbergstraße 1
 6858 Schwarzach",2000
2005,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),WirtschaftsBlatt,"WirtschaftsBlatt Verlag AG
 Geiselbergstraße 15/1
 1110 Wien",9000
2005,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),Braunauer Rundschau,"OÖ Rundschau Redaktions Gesellschaft m.b.H. & Co KG
 Hafenstraße 1-3
 4010 Linz",3000
2005,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),Kirchenzeitung der Diözese Linz,"Kirchenzeitung der Diözese Linz
 Kapuzinerstraße 84
 4020 Linz","12222,16"
2005,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),"Neue BVZ - 
 Burgenländische
 Volkszeitung","Niederösterreichisches Pressehaus Druck- und Verlagsges.m.b.H.
 Gutenbergstraße 12
 3100 St. Pölten",18000
2005,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),NEWS,"Verlagsgruppe News GmbH
 Taborstraße 1-3
 1020 Wien",18000
2005,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),NÖN,"Niederösterreichisches Pressehaus Druck- und Verlagsges.m.b.H.
 Gutenbergstraße 12
 3100 St. Pölten",18000
2005,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),OÖ Rundschau inklusive Regionalausgaben,"OÖ Rundschau Redaktions Gesellschaft m.b.H. & Co KG
 Hafenstraße 1-3
 4010 Linz","abgelehnt, weil nicht alle Förderungsvoraussetzungen
  des Abschnitts I erfüllt wurden"
2005,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),Österreichische BauernZeitung (NÖ),"Agrar Media
 Achauer Straße 49a
 2333 Leopoldsdorf
 Österreichischer Agrarverlag
 Achauer Straße 49a
 2333 Leopoldsdorf","abgelehnt, da nur Zuschüsse 
  zu den Kosten kaufmännischer 
  Angestellter beantragt wurden"
2005,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),Rieder Rundschau,"OÖ Rundschau Redaktions Gesellschaft m.b.H. & Co KG
 Hafenstraße 1-3
 4010 Linz",3000
2005,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),Salzburger Woche,"Verlagshaus GmbH
 Ing.-Ludwig-Pech-Straße 1
 5600 St. Johann",15000
2005,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),Salzkammergut Rundschau,"OÖ Rundschau Redaktions Gesellschaft m.b.H. & Co KG
 Hafenstraße 1-3
 4010 Linz",15000
2005,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),Steyrer Rundschau,"OÖ Rundschau Redaktions Gesellschaft m.b.H. & Co KG
 Hafenstraße 1-3
 4010 Linz",3000
2005,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),tv media,"Verlagsgruppe News GmbH
 Taborstraße 1-3
 1020 Wien","9818,84"
2005,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),Vöcklabrucker Rundschau,"OÖ Rundschau Redaktions Gesellschaft m.b.H. & Co KG
 Hafenstraße 1-3
 4010 Linz",3000
2005,Qualitätsförderung und Zukunftssicherung – 1. Förderung gemäß § 10 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten der Ausbildung von Nachwuchsjournalisten),Welser Rundschau,"OÖ Rundschau Redaktions Gesellschaft m.b.H. & Co KG
 Hafenstraße 1-3
 4010 Linz",3000
2005,Qualitätsförderung und Zukunftssicherung – 2. Förderung von Vereinigungen der Journalistenausbildung gemäß § 10 Abs. 2 PresseFG 2004,Friedrich Austerlitz-Institut für JournalistInnenausbildung,"Löwelstraße 18
 1014 Wien","10241,16"
2005,Qualitätsförderung und Zukunftssicherung – 2. Förderung von Vereinigungen der Journalistenausbildung gemäß § 10 Abs. 2 PresseFG 2004,"Friedrich Funder Institut für Publizistik, Medienforschung und Journalistenausbildung","Tivoligasse 73
 1120 Wien","32371,8"
2005,Qualitätsförderung und Zukunftssicherung – 2. Förderung von Vereinigungen der Journalistenausbildung gemäß § 10 Abs. 2 PresseFG 2004,GESPU - Gesellschaft für Publizistik und Medienforschung,"Seidengasse 15-17
 1072 Wien","49854,12"
2005,Qualitätsförderung und Zukunftssicherung – 2. Förderung von Vereinigungen der Journalistenausbildung gemäß § 10 Abs. 2 PresseFG 2004,Katholische Medien Akademie,"Schottengasse 3/7/39
 1010 Wien","53067,8"
2005,Qualitätsförderung und Zukunftssicherung – 2. Förderung von Vereinigungen der Journalistenausbildung gemäß § 10 Abs. 2 PresseFG 2004,Österreichische Medienakademie - Kuratorium für Journalistenausbildung,"Karolingerstraße 40
 5020 Salzburg","455473,2"
2005,Qualitätsförderung und Zukunftssicherung – 2. Förderung von Vereinigungen der Journalistenausbildung gemäß § 10 Abs. 2 PresseFG 2004,OÖ Journalistenakademie,"Hafenstraße 1-3
 4020 Linz","49667,92"
2005,Qualitätsförderung und Zukunftssicherung – 3. Förderung gemäß § 11 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten angestellter Auslandskorrespondenten),Kleine Zeitung Steiermark und Kärnten,"Kleine Zeitung GmbH & Co KG
 Schönaugasse 64
 8010 Graz",40000
2005,Qualitätsförderung und Zukunftssicherung – 3. Förderung gemäß § 11 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten angestellter Auslandskorrespondenten),Die Presse,"Die Presse Verlags-GmbH & Co KG
 Parkring 12a
 1010 Wien",40000
2005,Qualitätsförderung und Zukunftssicherung – 3. Förderung gemäß § 11 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten angestellter Auslandskorrespondenten),Salzburger Nachrichten,"Salzburger Nachrichten Verlagsges.m.b.H. & Co KG
 Karolingerstraße 40
 5020 Salzburg",40000
2005,Qualitätsförderung und Zukunftssicherung – 3. Förderung gemäß § 11 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten angestellter Auslandskorrespondenten),Der Standard,"Standard VerlagsgesmbH
 Herrengasse 19-21
 1014 Wien",40000
2005,Qualitätsförderung und Zukunftssicherung – 3. Förderung gemäß § 11 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten angestellter Auslandskorrespondenten),Tiroler Tageszeitung,"Schlüsselverlag J.S. Moser GmbH
 Ing.-Etzel-Straße 30
 6020 Innsbruck",40000
2005,Qualitätsförderung und Zukunftssicherung – 3. Förderung gemäß § 11 Abs. 1 PresseFG 2004 (Zuschuss zu den Kosten angestellter Auslandskorrespondenten),WirtschaftsBlatt,"WirtschaftsBlatt Verlag AG
 Geiselbergstraße 15/1
 1110 Wien","33721,24"
2005,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z1 PresseFG 2004",Verein Zeitung in der Schule (ZIS),"Verein zur Förderung der Nutzung von Zeitungen in der Schule
 Wipplingerstraße 15
 1010 Wien","168368,88"
2005,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",Kleine Zeitung Steiermark und Kärnten,"Kleine Zeitung GmbH & Co KG
 Schönaugasse 64
 8010 Graz","22144,84"
2005,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",Kurier,"Mediaprint Zeitungs- und Zeitschriften-
 verlag Ges.m.b.H & Co KG
 Muthgasse 2
 1190 Wien","16759,2"
2005,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",Neue Kärntner Tageszeitung,"Kärntner Druck- und Verlagsges.m.b.H.
 Viktringer Ring 28
 9020 Klagenfurt","587,5"
2005,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",Neue Kronenzeitung,"Mediaprint Zeitungs- und Zeitschriften-
 verlag Ges.m.b.H & Co KG
 Muthgasse 2
 1190 Wien","11795,3"
2005,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",Neues Volksblatt,"OÖ Media Data Vertriebs- und Verlagsges.m.b.H.
 Hafenstr. 1-3
 4010 Linz","1641,3"
2005,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",Oberösterreichische Nachrichten,"OÖN Redaktion GmbH & CO KG
 Promenade 23
 4020 Linz","17829,6"
2005,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",Die Presse,"Die Presse Verlags-Gesellschaft mbH & Co KG
 Parkring 12a
 1015 Wien","11116,5"
2005,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",Salzburger Nachrichten,"Salzburger Nachrichten Verlagsges.m.b.H. & Co KG
 Karolingerstraße 40
 5020 Salzburg","27248,28"
2005,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",Der Standard,"Standard Verlagsgesellschaft m.b.H.
 Herrengasse 19-21
 1010 Wien","18182,5"
2005,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",SVZ Salzburger Volkszeitung,"Salzburger Volkszeitung GmbH
 Bergstraße 12
 5020 Salzburg","4128,5"
2005,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",Tiroler Tageszeitung,"Schlüsselverlag J.S. Moser GmbH
 Ing.-Etzel-Straße 30
 6020 Innsbruck",56875
2005,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",Die Furche,"Die Furche Zeitschriftenbetriebs GmbH & Co KG
 Lobkowitzplatz 1
 1010 Wien","5931,9"
2005,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",Hrvatske Novine,"Kroatischer Presseverein
 Hotterweg 54
 7000 Eisenstadt","431,2"
2005,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",Murtaler Zeitung,"Murtaler Zeitungs GmbH. & Co KG
 Murtaler Platz 1
 8750 Judenburg","33,4"
2005,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004","Neue BVZ - 
 Burgenländische
 Volkszeitung","Niederösterreichisches Pressehaus Druck- und Verlagsges.m.b.H.
 Gutenbergstraße 12
 3100 St. Pölten","36,7"
2005,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",NÖN,"Niederösterreichisches Pressehaus Druck- und Verlagsges.m.b.H.
 Gutenbergstraße 12
 3100 St. Pölten",1279
2005,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",Österreichische BauernZeitung (NÖ),"Agrar Media
 Achauer Straße 49a
 2333 Leopoldsdorf
 Österreichischer Agrarverlag
 Achauer Straße 49a
 2333 Leopoldsdorf","4,5"
2005,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",Österreichische BauernZeitung - Tiroler Ausgabe,"Prologo Werbeagentur 
 Brixnerstraße 1
 6020 Innsbruck","abgelehnt, weil nicht alle Förderungsvoraussetzungen des Abschnitts I erfüllt wurden"
2005,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",Osttiroler Bote,"Osttiroler Bote Medienunternehmen GmbH
 Schweizergasse 26
 9900 Lienz","48,4"
2005,"Qualitätsförderung und Zukunftssicherung – 4. ""Leseförderung"" gemäß § 11 Abs. 2 Z2 PresseFG 2004",Österreich Spiegel,"Österreich Institut GmbH
 Porzellangasse 2/28
 1090 Wien","keine Vereinigung für Leseförderung, kein Verleger einer Tages- oder Wochenzeitung"
2005,Qualitätsförderung und Zukunftssicherung – 5. Förderung von Forschungsprojekten gemäß § 11 Abs. 3 PresseFG 2004,"Wohin steuert der Printjournalismus ? 
 Eine empirische Studie zur Berufrealität und –anforderungen in einer veränderten Medienwelt","Mag. Dr. Stefan Weber
 Schopperstraße 190
 5020 Salzburg",20000
2005,Qualitätsförderung und Zukunftssicherung – 5. Förderung von Forschungsprojekten gemäß § 11 Abs. 3 PresseFG 2004,Selbstregulierung und Selbstorganisation in österreichischen Printmedien,"Medienhaus Wien Forschung und Weiterbildung gGmbH
 Alserstraße 22
 1090 Wien",20000
