unique-id;" ""year""";importing-country;exporting-country;CML-category;num-licenses-imported;val-licenses-imported;val-arms-imported;total-eu-licenses-refusals-imported;criteria-numbers-imported
1;2006;Canada;Italy;Total;10;7062581;3970600;;
2;2006;Canada;Czech Republic;ML3;2;189000;20000;;
3;2006;Canada;Czech Republic;ML1;7;345000;76000;;
4;2006;Canada;Czech Republic;Total;9;534000;96000;;
5;2006;Canada;France;ML15;;;75556;;
6;2006;Canada;France;Total;74;101211430;25252840;;
7;2006;Canada;France;ML10;;;22425577;;
8;2006;Canada;France;ML11;;;4904;;
9;2006;Canada;France;ML2;;;679537;;
10;2006;Canada;France;ML3;;;255734;;
11;2006;Canada;France;ML4;;;385978;;
12;2006;Canada;France;ML5;;;171151;;
13;2006;Canada;France;ML8;;;5344;;
14;2006;Canada;France;ML9;;;1249059;;
15;2006;Canada;Ireland;ML1;1;3400;3400;;
16;2006;Canada;Ireland;ML6;4;1142471;469888;;
17;2006;Canada;Ireland;ML4;1;4530;4435;;
18;2006;Canada;Ireland;Total;6;1150401;477723;;
19;2006;Canada;Germany;ML14;1;35300;;;
20;2006;Canada;Germany;ML15;13;2983868;;;
21;2006;Canada;Germany;ML16;20;2798525;;;
22;2006;Canada;Germany;ML17;4;6416;;;
23;2006;Canada;Germany;ML10;17;12463310;;;
24;2006;Canada;Germany;ML11;6;31444;;;
25;2006;Canada;Germany;ML13;4;13970;;;
26;2006;Canada;Germany;ML21;3;130098;;;
27;2006;Canada;Germany;ML18;6;410902;;;
28;2006;Canada;Germany;ML22;8;578787;;;
29;2006;Canada;Germany;ML2;6;109683;;;
30;2006;Canada;Germany;ML3;15;176937;;;
31;2006;Canada;Germany;ML1;244;2219198;;;
32;2006;Canada;Germany;ML6;53;28455378;;;
33;2006;Canada;Germany;ML7;11;23221;;;
34;2006;Canada;Germany;ML4;5;1023177;;;
35;2006;Canada;Germany;ML5;5;136022;;;
36;2006;Canada;Germany;ML8;17;340972;;;
37;2006;Canada;Germany;ML9;4;10800;;;
38;2006;Canada;Germany;Total;442;51948008;1992000;;
39;2006;Canada;Belgium;Total;47;3478624;6627478;;
40;2006;Canada;Spain;ML1;;;67012;;
41;2006;Canada;Spain;ML4;;;1031850;;
42;2006;Canada;Spain;Total;9;1485631;1098862;;
43;2006;Canada;Netherlands;ML2;1;274001;275226;;
44;2006;Canada;Netherlands;ML6;1;126007;;;
45;2006;Canada;Netherlands;Total;4;31699563;1405350;;
46;2006;Canada;Netherlands;ML10;1;150000;;;
47;2006;Canada;Netherlands;ML5;1;31149555;1130124;;
48;2006;Canada;Denmark;ML21;1;46923;;;
49;2006;Canada;Denmark;Total;2;717245;;;
50;2006;Canada;Denmark;ML10;1;670322;;;
51;2006;Canada;Poland;ML3;1;656201;;;
52;2006;Canada;Poland;ML16;1;207349;;;
53;2006;Canada;Poland;Total;14;5267071;;;
54;2006;Canada;Poland;ML10;11;4293008;;;
55;2006;Canada;Poland;ML22;1;110513;;;
56;2006;Canada;Finland;ML3;3;421700;38894;;
57;2006;Canada;Finland;ML1;4;447669;66035;;
58;2006;Canada;Finland;ML10;1;32900;32900;;
59;2006;Canada;Finland;Total;8;902269;137829;;
60;2006;Canada;Sweden;ML14;2;;;;
61;2006;Canada;Sweden;ML2;4;;;;
62;2006;Canada;Sweden;ML8;1;;;;
63;2006;Canada;Sweden;Total;12;11566921;12687704;;
64;2006;Canada;Sweden;ML3;5;;;;
65;2006;Canada;United Kingdom;ML14;1;9750;;;
66;2006;Canada;United Kingdom;ML15;8;267186;;;
67;2006;Canada;United Kingdom;ML16;4;136772;;;
68;2006;Canada;United Kingdom;Total;253;12771698;;;
69;2006;Canada;United Kingdom;ML10;19;5264708;;;
70;2006;Canada;United Kingdom;ML11;16;380085;;;
71;2006;Canada;United Kingdom;ML13;1;22500;;;
72;2006;Canada;United Kingdom;ML21;5;193980;;;
73;2006;Canada;United Kingdom;ML18;9;50901;;;
74;2006;Canada;United Kingdom;ML22;13;48;;;
75;2006;Canada;United Kingdom;ML2;16;150414;;;
76;2006;Canada;United Kingdom;ML3;4;2925;;;
77;2006;Canada;United Kingdom;ML1;94;378328;;;
78;2006;Canada;United Kingdom;ML6;14;1315371;;;
79;2006;Canada;United Kingdom;ML7;12;157874;;;
80;2006;Canada;United Kingdom;ML4;25;3696087;;;
81;2006;Canada;United Kingdom;ML5;8;724401;;;
82;2006;Canada;United Kingdom;ML9;4;20368;;;
83;2006;Canada;Austria;Total;42;2858994;1042538;;
84;2006;Canada;Austria;ML21;1;7910;7910;;
85;2006;Canada;Austria;ML1;23;900424;610065;;
86;2006;Canada;Austria;ML18;2;8404;8404;;
87;2006;Canada;Austria;ML3;16;1942256;416159;;
88;2006;Turkmenistan;Germany;ML3;1;4000;;;
89;2006;Turkmenistan;Germany;ML1;1;6450;;;
90;2006;Turkmenistan;Germany;Total;4;90795;;;
91;2006;Turkmenistan;Germany;ML13;2;80345;;;
92;2006;Netherlands (Aruba);Netherlands;ML1;1;100;;;
93;2006;Netherlands (Aruba);Netherlands;Total;1;100;;;
94;2006;Netherlands (Aruba);United Kingdom;Total;1;9075;;;
95;2006;Netherlands (Aruba);United Kingdom;ML13;1;9075;;;
96;2006;Netherlands (Aruba);Germany;ML14;1;233700;;;
97;2006;Netherlands (Aruba);Germany;Total;1;233700;;;
98;2006;Lithuania;Italy;Total;6;75663297;26808783;;
99;2006;Lithuania;Czech Republic;ML3;1;411000;400000;;
100;2006;Lithuania;Czech Republic;Total;3;446000;435000;;
101;2006;Lithuania;Czech Republic;ML7;1;22000;22000;;
102;2006;Lithuania;Czech Republic;ML22;1;13000;13000;;
103;2006;Lithuania;France;ML3;;;1028;;
104;2006;Lithuania;France;ML1;;;31944;;
105;2006;Lithuania;France;ML9;;;115653;;
106;2006;Lithuania;France;Total;11;1807436;148625;;
107;2006;Lithuania;Slovakia;ML1;1;119;113;;
108;2006;Lithuania;Slovakia;Total;1;119;113;;
109;2006;Lithuania;Germany;ML15;2;4195900;;;
110;2006;Lithuania;Germany;ML11;1;71742;;;
111;2006;Lithuania;Germany;ML13;1;11945;;;
112;2006;Lithuania;Germany;ML21;3;12008;;;
113;2006;Lithuania;Germany;ML18;1;11837;;;
114;2006;Lithuania;Germany;ML22;5;20322;;;
115;2006;Lithuania;Germany;ML2;1;1330;;;
116;2006;Lithuania;Germany;ML3;1;250;;;
117;2006;Lithuania;Germany;ML1;5;440455;;;
118;2006;Lithuania;Germany;ML6;4;1691400;;;
119;2006;Lithuania;Germany;ML5;3;3423640;;;
120;2006;Lithuania;Germany;ML8;4;297;;;
121;2006;Lithuania;Germany;Total;31;9881126;61000;;
122;2006;Lithuania;Belgium;Total;1;240000;68905;;
123;2006;Lithuania;Netherlands;Total;1;1957;1957;;
124;2006;Lithuania;Netherlands;ML6;1;1957;1957;;
125;2006;Lithuania;Finland;ML3;1;6344;6344;;
126;2006;Lithuania;Finland;Total;2;7859;7859;;
127;2006;Lithuania;Finland;ML7;1;1515;1515;;
128;2006;Lithuania;Sweden;ML3;2;;;;
129;2006;Lithuania;Sweden;Total;2;195865;184984;;
130;2006;Lithuania;Estonia;ML1;3;19200;19200;;
131;2006;Lithuania;Estonia;ML9;1;88800;88800;;
132;2006;Lithuania;Estonia;Total;4;108000;108000;;
133;2006;Lithuania;United Kingdom;ML14;3;2063;;;
134;2006;Lithuania;United Kingdom;ML11;2;5702;;;
135;2006;Lithuania;United Kingdom;ML21;1;4500;;;
136;2006;Lithuania;United Kingdom;ML22;2;450;;;
137;2006;Lithuania;United Kingdom;ML3;9;31508;;;
138;2006;Lithuania;United Kingdom;ML1;3;221282;;;
139;2006;Lithuania;United Kingdom;ML6;2;5896125;;;
140;2006;Lithuania;United Kingdom;ML4;3;43218;;;
141;2006;Lithuania;United Kingdom;Total;25;6204848;;;
142;2006;Cambodia;United Kingdom;Total;1;10320;;;
143;2006;Cambodia;United Kingdom;ML13;1;10320;;;
144;2006;Cambodia;Austria;ML1;2;1143;;;
145;2006;Cambodia;Austria;Total;2;1143;;;
146;2006;Ethiopia;Slovakia;Total;2;1462686;1337877;;
147;2006;Ethiopia;Slovakia;ML6;2;1462686;1337877;;
148;2006;Ethiopia;Czech Republic;ML14;1;6713000;;;
149;2006;Ethiopia;Czech Republic;ML6;1;642000;606000;;
150;2006;Ethiopia;Czech Republic;Total;9;7797000;1015000;;
151;2006;Ethiopia;Czech Republic;ML10;7;442000;409000;;
152;2006;Ethiopia;France;Total;4;1811628;;;
153;2006;Ethiopia;United Kingdom;Total;1;8346;;;
154;2006;Ethiopia;United Kingdom;ML4;1;8346;;;
155;2006;Ethiopia;Germany;Total;1;198567;;;
156;2006;Ethiopia;Germany;ML11;1;198567;;;
157;2006;Ethiopia;Hungary;Total;6;4310000;453637;;
158;2006;Ethiopia;Hungary;ML10;6;4310000;453637;;
159;2006;Swaziland;United Kingdom;ML3;2;3600;;;
160;2006;Swaziland;United Kingdom;ML1;3;33000;;;
161;2006;Swaziland;United Kingdom;Total;5;36600;;;
162;2006;Argentina;Netherlands;Total;3;69946;58266;;
163;2006;Argentina;Netherlands;ML5;3;69946;58266;;
164;2006;Argentina;Italy;Total;2;112696;157295;;
165;2006;Argentina;France;ML6;;;79143;;
166;2006;Argentina;France;ML9;;;41000;;
167;2006;Argentina;France;ML10;;;532213;;
168;2006;Argentina;France;ML11;;;3209450;;
169;2006;Argentina;France;Total;23;7429885;3861806;;
170;2006;Argentina;United Kingdom;Total;78;5733032;;;
171;2006;Argentina;United Kingdom;ML10;19;74776;;;
172;2006;Argentina;United Kingdom;ML13;1;2250000;;;
173;2006;Argentina;United Kingdom;ML22;1;10673;;;
174;2006;Argentina;United Kingdom;ML1;53;234600;;;
175;2006;Argentina;United Kingdom;ML5;1;2250;;;
176;2006;Argentina;United Kingdom;ML9;3;3160733;;;
177;2006;Argentina;Austria;ML6;3;5198000;949500;;
178;2006;Argentina;Austria;ML1;7;159750;20361;;
179;2006;Argentina;Austria;ML18;3;10501;10501;;
180;2006;Argentina;Austria;Total;13;5368251;980362;;
181;2006;Argentina;Germany;Total;44;9057303;86000;;
182;2006;Argentina;Germany;ML10;8;3468778;;;
183;2006;Argentina;Germany;ML11;1;38410;;;
184;2006;Argentina;Germany;ML13;1;110;;;
185;2006;Argentina;Germany;ML18;4;27951;;;
186;2006;Argentina;Germany;ML22;1;250000;;;
187;2006;Argentina;Germany;ML1;3;98586;;;
188;2006;Argentina;Germany;ML6;17;515297;;;
189;2006;Argentina;Germany;ML8;8;731;;;
190;2006;Argentina;Germany;ML9;1;4657440;;;
191;2006;Argentina;Belgium;Total;1;420808;;;
192;2006;Argentina;Spain;ML1;;;3200;;
193;2006;Argentina;Spain;Total;3;1400;3200;;
194;2006;Bolivia;Austria;ML3;1;60;60;;
195;2006;Bolivia;Austria;ML1;1;436;436;;
196;2006;Bolivia;Austria;Total;2;496;496;;
197;2006;Bolivia;Germany;ML17;1;2455;;;
198;2006;Bolivia;Germany;ML1;2;1260;;;
199;2006;Bolivia;Germany;Total;3;3715;;;
200;2006;Bolivia;Spain;Total;1;1735400;300000;;
201;2006;Bolivia;Spain;ML10;;;300000;;
202;2006;Cameroon;Netherlands;ML15;1;66000;;;
203;2006;Cameroon;Netherlands;Total;1;66000;;;
204;2006;Cameroon;France;Total;11;2338588;13297;;
205;2006;Cameroon;France;ML10;;;13297;;
206;2006;Cameroon;United Kingdom;Total;1;166629;;;
207;2006;Cameroon;United Kingdom;ML5;1;166629;;;
208;2006;Cameroon;Austria;ML1;1;12533;12533;;
209;2006;Cameroon;Austria;Total;1;12533;12533;;
210;2006;Cameroon;Germany;ML3;2;8658;;;
211;2006;Cameroon;Germany;Total;4;18536;;;
212;2006;Cameroon;Germany;ML10;2;9878;;;
213;2006;Cameroon;Belgium;Total;1;1129183;;;
214;2006;Cameroon;Spain;ML1;;;900;;
215;2006;Cameroon;Spain;Total;;;900;;
216;2006;Burkina Faso;Belgium;Total;;;2215;;
217;2006;Ghana;France;Total;3;24063;16351;;
218;2006;Ghana;France;ML10;;;13225;;
219;2006;Ghana;France;ML11;;;3126;;
220;2006;Ghana;United Kingdom;ML1;3;85140;;;
221;2006;Ghana;United Kingdom;Total;16;457871;;;
222;2006;Ghana;United Kingdom;ML4;12;256488;;;
223;2006;Ghana;United Kingdom;ML13;1;116243;;;
224;2006;Ghana;Germany;Total;2;140683;;;
225;2006;Ghana;Germany;ML11;2;140683;;;
226;2006;Ghana;Belgium;Total;1;26194;;;
227;2006;Saudi Arabia;Italy;Total;22;593811;729080;;
228;2006;Saudi Arabia;France;ML14;;;3879421;;
229;2006;Saudi Arabia;France;ML15;;;5951506;;
230;2006;Saudi Arabia;France;Total;169;936395700;447151854;;
231;2006;Saudi Arabia;France;ML10;;;152805626;;
232;2006;Saudi Arabia;France;ML11;;;32768935;;
233;2006;Saudi Arabia;France;ML13;;;8938;;
234;2006;Saudi Arabia;France;ML18;;;1287729;;
235;2006;Saudi Arabia;France;ML2;;;886428;;
236;2006;Saudi Arabia;France;ML3;;;216975;;
237;2006;Saudi Arabia;France;ML1;;;156196;;
238;2006;Saudi Arabia;France;ML6;;;14726034;;
239;2006;Saudi Arabia;France;ML4;;;151551629;;
240;2006;Saudi Arabia;France;ML5;;;3125482;;
241;2006;Saudi Arabia;France;ML9;;;79786955;;
242;2006;Saudi Arabia;Ireland;Total;1;;110880;;
243;2006;Saudi Arabia;Ireland;ML5;1;;110880;;
244;2006;Saudi Arabia;Germany;ML14;1;76000;;;
245;2006;Saudi Arabia;Germany;ML15;2;169450;;;
246;2006;Saudi Arabia;Germany;ML16;2;71250;;;
247;2006;Saudi Arabia;Germany;ML17;1;21352;;;
248;2006;Saudi Arabia;Germany;ML10;19;18781816;;;
249;2006;Saudi Arabia;Germany;ML11;6;13563335;;;
250;2006;Saudi Arabia;Germany;ML13;2;478;;;
251;2006;Saudi Arabia;Germany;ML21;3;701060;;;
252;2006;Saudi Arabia;Germany;ML18;29;2302723;;;
253;2006;Saudi Arabia;Germany;ML22;5;898000;;;
254;2006;Saudi Arabia;Germany;ML2;1;42075;;;
255;2006;Saudi Arabia;Germany;ML3;16;4726966;;;
256;2006;Saudi Arabia;Germany;ML1;16;9669166;;;
257;2006;Saudi Arabia;Germany;ML6;3;801630;;;
258;2006;Saudi Arabia;Germany;ML7;6;647637;;;
259;2006;Saudi Arabia;Germany;ML5;7;1071766;;;
260;2006;Saudi Arabia;Germany;ML8;3;1108;;;
261;2006;Saudi Arabia;Germany;ML9;1;3368137;;;
262;2006;Saudi Arabia;Germany;Total;123;56913949;2705000;;
263;2006;Saudi Arabia;Belgium;Total;13;173573153;26619676;;
264;2006;Saudi Arabia;Spain;ML2;;;16000;;
265;2006;Saudi Arabia;Spain;ML3;;;1308450;;
266;2006;Saudi Arabia;Spain;ML1;;;371700;;
267;2006;Saudi Arabia;Spain;ML6;;;2764157;;
268;2006;Saudi Arabia;Spain;ML4;;;1390800;;
269;2006;Saudi Arabia;Spain;Total;12;1921800;5851107;;
270;2006;Saudi Arabia;Netherlands;Total;1;12325;;;
271;2006;Saudi Arabia;Netherlands;ML5;1;12325;;;
272;2006;Saudi Arabia;Finland;ML3;1;57750;347100;;
273;2006;Saudi Arabia;Finland;Total;3;429750;692100;;
274;2006;Saudi Arabia;Finland;ML11;1;372000;345000;;
275;2006;Saudi Arabia;Finland;ML7;1;;;;
276;2006;Saudi Arabia;Sweden;ML14;1;;;;
277;2006;Saudi Arabia;Sweden;ML1;1;;;;
278;2006;Saudi Arabia;Sweden;Total;4;369968;315561;;
279;2006;Saudi Arabia;Sweden;ML5;2;;;;
280;2006;Saudi Arabia;United Kingdom;ML14;1;30000;;;
281;2006;Saudi Arabia;United Kingdom;ML15;1;576960;;;
282;2006;Saudi Arabia;United Kingdom;ML11;16;646397;;;
283;2006;Saudi Arabia;United Kingdom;ML13;8;905586;;;
284;2006;Saudi Arabia;United Kingdom;ML21;2;18680;;;
285;2006;Saudi Arabia;United Kingdom;ML22;7;856080;;;
286;2006;Saudi Arabia;United Kingdom;ML2;4;233788;;;
287;2006;Saudi Arabia;United Kingdom;ML3;2;57780;;;
288;2006;Saudi Arabia;United Kingdom;ML1;97;2998107;;;
289;2006;Saudi Arabia;United Kingdom;ML6;3;234716;;;
290;2006;Saudi Arabia;United Kingdom;ML4;8;2211928;;;
291;2006;Saudi Arabia;United Kingdom;Total;149;8770022;;;
292;2006;Saudi Arabia;Austria;ML3;4;809915;437165;;
293;2006;Saudi Arabia;Austria;ML1;14;4308841;4308841;;
294;2006;Saudi Arabia;Austria;Total;18;5118756;4746006;;
295;2006;Japan;Italy;Total;3;129792;6055107;;
296;2006;Japan;Czech Republic;Total;1;179000;81000;;
297;2006;Japan;Czech Republic;ML4;1;179000;81000;;
298;2006;Japan;France;ML15;;;203950;;
299;2006;Japan;France;ML16;;;1914256;;
300;2006;Japan;France;Total;123;46579775;18359272;;
301;2006;Japan;France;ML10;;;1584368;;
302;2006;Japan;France;ML11;;;7144356;;
303;2006;Japan;France;ML13;;;185482;;
304;2006;Japan;France;ML2;;;254254;;
305;2006;Japan;France;ML6;;;41885;;
306;2006;Japan;France;ML7;;;2876963;;
307;2006;Japan;France;ML5;;;62276;;
308;2006;Japan;France;ML9;;;4091481;;
309;2006;Japan;Germany;ML14;8;1685146;;;
310;2006;Japan;Germany;ML15;13;1003438;;;
311;2006;Japan;Germany;ML17;3;243049;;;
312;2006;Japan;Germany;ML10;12;361647;;;
313;2006;Japan;Germany;ML11;9;250992;;;
314;2006;Japan;Germany;ML13;9;98351;;;
315;2006;Japan;Germany;ML21;1;120000;;;
316;2006;Japan;Germany;ML18;10;1048006;;;
317;2006;Japan;Germany;ML19;1;550000;;;
318;2006;Japan;Germany;ML22;7;944800;;;
319;2006;Japan;Germany;ML2;3;93292;;;
320;2006;Japan;Germany;ML3;27;2117709;;;
321;2006;Japan;Germany;ML1;81;744686;;;
322;2006;Japan;Germany;ML6;7;2229222;;;
323;2006;Japan;Germany;ML7;6;1375275;;;
324;2006;Japan;Germany;ML4;5;1228161;;;
325;2006;Japan;Germany;ML5;2;3632829;;;
326;2006;Japan;Germany;ML8;4;6562016;;;
327;2006;Japan;Germany;Total;208;24288619;289000;;
328;2006;Japan;Belgium;Total;7;539000;124775;;
329;2006;Japan;Netherlands;ML15;1;5700;139200;;
330;2006;Japan;Netherlands;ML22;;;10010;;
331;2006;Japan;Netherlands;ML2;1;3585440;;;
332;2006;Japan;Netherlands;ML5;1;32000;16000;;
333;2006;Japan;Netherlands;ML8;1;190685;;;
334;2006;Japan;Netherlands;Total;4;3813825;165210;;
335;2006;Japan;Denmark;Total;2;14479;;;
336;2006;Japan;Denmark;ML5;2;14479;;;
337;2006;Japan;Finland;ML3;1;316000;603;;
338;2006;Japan;Finland;Total;2;322900;7503;;
339;2006;Japan;Finland;ML13;1;6900;6900;;
340;2006;Japan;Sweden;ML14;1;;;;
341;2006;Japan;Sweden;ML10;1;;;;
342;2006;Japan;Sweden;ML18;2;;;;
343;2006;Japan;Sweden;ML2;2;;;;
344;2006;Japan;Sweden;ML3;4;;;;
345;2006;Japan;Sweden;ML8;2;;;;
346;2006;Japan;Sweden;Total;12;27529924;2383025;;
347;2006;Japan;United Kingdom;ML14;1;16500;;;
348;2006;Japan;United Kingdom;ML15;1;225000;;;
349;2006;Japan;United Kingdom;ML17;1;6689;;;
350;2006;Japan;United Kingdom;ML10;64;1085288;;;
351;2006;Japan;United Kingdom;ML11;2;19050;;;
352;2006;Japan;United Kingdom;ML13;2;20850;;;
353;2006;Japan;United Kingdom;ML21;2;30;;;
354;2006;Japan;United Kingdom;ML22;2;187808;;;
355;2006;Japan;United Kingdom;ML2;4;540;;;
356;2006;Japan;United Kingdom;ML3;5;559712;;;
357;2006;Japan;United Kingdom;ML1;55;568607;;;
358;2006;Japan;United Kingdom;ML6;1;6090;;;
359;2006;Japan;United Kingdom;ML7;17;117740;;;
360;2006;Japan;United Kingdom;ML4;16;2232785;;;
361;2006;Japan;United Kingdom;ML5;4;623100;;;
362;2006;Japan;United Kingdom;ML9;1;38850;;;
363;2006;Japan;United Kingdom;Total;178;5708639;;;
364;2006;Japan;Austria;ML1;5;63237;2353;;
365;2006;Japan;Austria;ML18;2;26400;26400;;
366;2006;Japan;Austria;Total;7;89637;28753;;
367;2006;Denmark (Faeroes);United Kingdom;Total;1;1624;;;
368;2006;Denmark (Faeroes);United Kingdom;ML10;1;1624;;;
369;2006;Slovenia;Czech Republic;ML15;1;15000;14000;;
370;2006;Slovenia;Czech Republic;Total;1;15000;14000;;
371;2006;Slovenia;France;ML15;;;602600;;
372;2006;Slovenia;France;Total;18;8084780;902600;;
373;2006;Slovenia;France;ML11;;;300000;;
374;2006;Slovenia;Belgium;Total;8;12055521;3811602;;
375;2006;Slovenia;Germany;ML14;1;390350;;;
376;2006;Slovenia;Germany;ML15;1;7530;;;
377;2006;Slovenia;Germany;ML17;5;3260421;;;
378;2006;Slovenia;Germany;ML13;1;480;;;
379;2006;Slovenia;Germany;ML18;3;82081;;;
380;2006;Slovenia;Germany;ML22;3;30510;;;
381;2006;Slovenia;Germany;ML2;2;7387450;;;
382;2006;Slovenia;Germany;ML3;4;289385;;;
383;2006;Slovenia;Germany;ML1;3;17323;;;
384;2006;Slovenia;Germany;ML6;17;2892062;;;
385;2006;Slovenia;Germany;ML7;4;243384;;;
386;2006;Slovenia;Germany;ML4;2;2065517;;;
387;2006;Slovenia;Germany;ML8;1;80;;;
388;2006;Slovenia;Germany;Total;47;16666573;2554000;;
389;2006;Slovenia;Spain;Total;3;2640947;;;
390;2006;Slovenia;Netherlands;ML3;2;8740;7165;;
391;2006;Slovenia;Netherlands;Total;2;8740;7165;;
392;2006;Slovenia;Denmark;Total;1;383961;;;
393;2006;Slovenia;Denmark;ML13;1;383961;;;
394;2006;Slovenia;Finland;ML15;1;334000;;;
395;2006;Slovenia;Finland;Total;6;550504;128889;;
396;2006;Slovenia;Finland;ML7;3;55504;55491;;
397;2006;Slovenia;Finland;ML4;1;82000;73216;;
398;2006;Slovenia;Finland;ML3;1;79000;182;;
399;2006;Slovenia;Sweden;ML3;3;;;;
400;2006;Slovenia;Sweden;Total;8;837868;97933;;
401;2006;Slovenia;Sweden;ML5;5;;;;
402;2006;Slovenia;United Kingdom;Total;13;1121671;;;
403;2006;Slovenia;United Kingdom;ML22;3;180;;;
404;2006;Slovenia;United Kingdom;ML1;1;1620;;;
405;2006;Slovenia;United Kingdom;ML10;1;1422;;;
406;2006;Slovenia;United Kingdom;ML13;8;1118449;;;
407;2006;Slovenia;Hungary;ML3;2;3161;2420;;
408;2006;Slovenia;Hungary;ML1;1;3800;3540;;
409;2006;Slovenia;Hungary;Total;3;6961;5960;;
410;2006;Guatemala;Belgium;Total;1;79528;;;
411;2006;Guatemala;Austria;ML1;1;296;296;;
412;2006;Guatemala;Austria;Total;1;296;296;;
413;2006;Guatemala;Czech Republic;ML1;1;;;;
414;2006;Guatemala;Czech Republic;Total;1;;;;
415;2006;Kuwait;Italy;Total;12;1513628;3062166;;
416;2006;Kuwait;Czech Republic;ML1;1;115000;12000;;
417;2006;Kuwait;Czech Republic;Total;1;115000;12000;;
418;2006;Kuwait;France;ML14;;;535346;;
419;2006;Kuwait;France;ML15;;;71816;;
420;2006;Kuwait;France;ML10;;;9546639;;
421;2006;Kuwait;France;ML11;;;529076;;
422;2006;Kuwait;France;ML2;;;25046;;
423;2006;Kuwait;France;ML6;;;85766;;
424;2006;Kuwait;France;ML4;;;11778679;;
425;2006;Kuwait;France;Total;81;23196392;22572368;;
426;2006;Kuwait;Germany;ML15;1;18960;;;
427;2006;Kuwait;Germany;ML11;2;80290;;;
428;2006;Kuwait;Germany;ML13;1;2867;;;
429;2006;Kuwait;Germany;ML21;1;157200;;;
430;2006;Kuwait;Germany;ML3;4;176109;;;
431;2006;Kuwait;Germany;ML1;20;395391;;;
432;2006;Kuwait;Germany;ML6;13;58321;;;
433;2006;Kuwait;Germany;ML7;1;84000;;;
434;2006;Kuwait;Germany;ML4;1;39000;;;
435;2006;Kuwait;Germany;Total;44;1012138;61000;;
436;2006;Kuwait;Belgium;Total;10;1123061;237459;;
437;2006;Kuwait;Spain;Total;2;5000;;;
438;2006;Kuwait;Netherlands;Total;2;3247507;116049;;
439;2006;Kuwait;Netherlands;ML11;2;3247507;116049;;
440;2006;Kuwait;Finland;Total;3;1392289;564237;;
441;2006;Kuwait;Finland;ML11;2;1368050;526325;;
442;2006;Kuwait;Finland;ML7;1;24239;37912;;
443;2006;Kuwait;United Kingdom;ML14;27;372747;;;
444;2006;Kuwait;United Kingdom;ML15;2;16500;;;
445;2006;Kuwait;United Kingdom;ML17;1;630;;;
446;2006;Kuwait;United Kingdom;ML10;64;176312;;;
447;2006;Kuwait;United Kingdom;ML11;6;14;;;
448;2006;Kuwait;United Kingdom;ML13;5;188100;;;
449;2006;Kuwait;United Kingdom;ML21;5;45473;;;
450;2006;Kuwait;United Kingdom;ML3;2;122700;;;
451;2006;Kuwait;United Kingdom;ML1;9;194160;;;
452;2006;Kuwait;United Kingdom;ML6;51;165666;;;
453;2006;Kuwait;United Kingdom;ML4;5;19200;;;
454;2006;Kuwait;United Kingdom;ML5;1;749;;;
455;2006;Kuwait;United Kingdom;ML9;1;21480;;;
456;2006;Kuwait;United Kingdom;Total;179;1323731;;;
457;2006;Kuwait;Austria;ML3;46;197779;63653;;
458;2006;Kuwait;Austria;ML1;39;857362;150620;;
459;2006;Kuwait;Austria;ML6;2;964531;964531;;
460;2006;Kuwait;Austria;Total;87;2019672;1178804;;
461;2006;Russian Federation;Italy;Total;;;40078;;
462;2006;Russian Federation;Czech Republic;ML3;1;9000;;;
463;2006;Russian Federation;Czech Republic;ML6;1;864000;;;
464;2006;Russian Federation;Czech Republic;ML10;6;1318000;327000;;
465;2006;Russian Federation;Czech Republic;Total;8;2191000;327000;;
466;2006;Russian Federation;Lithuania;Total;1;24418;24418;;
467;2006;Russian Federation;Lithuania;ML10;1;24418;24418;;
468;2006;Russian Federation;France;ML15;;;14961753;;
469;2006;Russian Federation;France;Total;49;57077395;18146880;;
470;2006;Russian Federation;France;ML10;;;643502;;
471;2006;Russian Federation;France;ML11;;;520689;;
472;2006;Russian Federation;France;ML21;;;20;;
473;2006;Russian Federation;France;ML5;;;1770255;;
474;2006;Russian Federation;France;ML9;;;250661;;
475;2006;Russian Federation;Germany;ML14;1;140000;;;
476;2006;Russian Federation;Germany;ML16;1;2750;;;
477;2006;Russian Federation;Germany;Total;501;196193484;;;
478;2006;Russian Federation;Germany;ML10;1;23000;;;
479;2006;Russian Federation;Germany;ML11;7;181917506;;;
480;2006;Russian Federation;Germany;ML13;4;90257;;;
481;2006;Russian Federation;Germany;ML21;1;1500;;;
482;2006;Russian Federation;Germany;ML18;1;256561;;;
483;2006;Russian Federation;Germany;ML2;1;14000;;;
484;2006;Russian Federation;Germany;ML3;96;1610188;;;
485;2006;Russian Federation;Germany;ML1;348;8021919;;;
486;2006;Russian Federation;Germany;ML6;14;3316688;;;
487;2006;Russian Federation;Germany;ML7;2;78;;;
488;2006;Russian Federation;Germany;ML5;1;21000;;;
489;2006;Russian Federation;Germany;ML8;22;153037;;;
490;2006;Russian Federation;Germany;ML9;1;625000;;;
491;2006;Russian Federation;Belgium;Total;3;197797;1068833;;
492;2006;Russian Federation;Spain;Total;1;82600;;;
493;2006;Russian Federation;Sweden;ML3;2;;;;
494;2006;Russian Federation;Sweden;Total;2;870512;337324;;
495;2006;Russian Federation;United Kingdom;ML14;8;206045;;;
496;2006;Russian Federation;United Kingdom;ML17;1;94500;;;
497;2006;Russian Federation;United Kingdom;ML10;9;638508;;;
