unique-id;" ""year""";importing-country;exporting-country;CML-category;num-licenses-imported;val-licenses-imported;val-arms-imported;total-eu-licenses-refusals-imported;criteria-numbers-imported
29054;2009;Egypt;Netherlands;Total;2;1276476;10706226;;
29055;2009;Egypt;Netherlands;ML15;;;443445;;
29056;2009;Egypt;Netherlands;ML5;1;74000;10261681;;
29057;2009;Egypt;Netherlands;ML6;1;1202476;;;
29058;2009;Egypt;Netherlands;ML22;;;1100;;
29059;2009;Egypt;Poland;ML10;1;31562;;;
29060;2009;Egypt;Poland;ML2;2;732818;;;
29061;2009;Egypt;Poland;ML1;1;114089;;;
29062;2009;Egypt;Poland;ML6;15;1318295;;;
29063;2009;Egypt;Poland;ML4;1;64969;;;
29064;2009;Egypt;Poland;ML5;10;753285;;;
29065;2009;Egypt;Poland;Total;30;3015018;;;
29066;2009;Egypt;Finland;ML2;1;11750;;;
29067;2009;Egypt;Finland;ML9;;;160200;;
29068;2009;Egypt;Finland;Total;2;221750;160200;;
29069;2009;Egypt;Finland;ML22;1;210000;;;
29070;2009;Egypt;Sweden;ML14;1;;;;
29071;2009;Egypt;Sweden;ML3;1;;;;
29072;2009;Egypt;Sweden;Total;2;197640;790561;;
29073;2009;Egypt;Bulgaria;ML15;1;169000;117167;;
29074;2009;Egypt;Bulgaria;ML11;3;328080;428123;;
29075;2009;Egypt;Bulgaria;ML13;2;816552;855576;;
29076;2009;Egypt;Bulgaria;ML2;3;310106;402743;;
29077;2009;Egypt;Bulgaria;ML3;4;3104888;3037664;;
29078;2009;Egypt;Bulgaria;ML1;3;7864;864;;
29079;2009;Egypt;Bulgaria;ML6;3;425481;426721;;
29080;2009;Egypt;Bulgaria;ML5;3;77811;57251;;
29081;2009;Egypt;Bulgaria;ML8;1;7725;;;
29082;2009;Egypt;Bulgaria;Total;23;5247507;5326109;;
29083;2009;Egypt;Romania;ML3;1;139948;139948;;
29084;2009;Egypt;Romania;Total;4;604531;744479;;
29085;2009;Egypt;Romania;ML10;3;464583;604531;;
29086;2009;Egypt;Portugal;Total;2;1045742;1045742;;
29087;2009;Egypt;Portugal;ML11;2;1045742;1045742;;
29088;2009;Egypt;United Kingdom;ML14;5;;;;
29089;2009;Egypt;United Kingdom;ML15;2;487600;;;
29090;2009;Egypt;United Kingdom;ML16;6;366889;;;
29091;2009;Egypt;United Kingdom;ML10;3;27533;;;
29092;2009;Egypt;United Kingdom;ML11;21;1681844;;;
29093;2009;Egypt;United Kingdom;ML13;3;5175;;;
29094;2009;Egypt;United Kingdom;ML22;1;;;;
29095;2009;Egypt;United Kingdom;ML2;10;244373;;;
29096;2009;Egypt;United Kingdom;ML3;3;6;;;
29097;2009;Egypt;United Kingdom;ML1;5;18496;;;
29098;2009;Egypt;United Kingdom;ML6;3;86271;;;
29099;2009;Egypt;United Kingdom;ML4;3;1919094;;;
29100;2009;Egypt;United Kingdom;ML5;35;135057;;;
29101;2009;Egypt;United Kingdom;Total;100;4972337;;;
29102;2009;Egypt;Austria;ML1;86;84042;80732;;
29103;2009;Egypt;Austria;ML18;9;66161;44042;;
29104;2009;Egypt;Austria;Total;95;150203;124774;;
29105;2009;Egypt;Slovenia;Total;1;178288;79005;;
29106;2009;Egypt;Slovenia;ML5;1;178288;79005;;
29107;2009;Egypt;Greece;ML15;4;984940;;;
29108;2009;Egypt;Greece;ML9;2;5243968;;;
29109;2009;Egypt;Greece;Total;6;6228908;;;
29110;2009;Singapore;Italy;ML17;1;1842;;;
29111;2009;Singapore;Italy;ML11;1;989765;;;
29112;2009;Singapore;Italy;ML2;17;5672667;;;
29113;2009;Singapore;Italy;ML3;1;2186700;;;
29114;2009;Singapore;Italy;ML1;1;251;;;
29115;2009;Singapore;Italy;ML4;10;4881381;;;
29116;2009;Singapore;Italy;ML5;3;128989;;;
29117;2009;Singapore;Italy;Total;34;13861596;19106472;;
29118;2009;Singapore;France;ML14;1;126538;;;
29119;2009;Singapore;France;ML15;18;5721685;;;
29120;2009;Singapore;France;ML17;8;3189723;;;
29121;2009;Singapore;France;ML10;6;1496046;;;
29122;2009;Singapore;France;ML11;15;115019677;;;
29123;2009;Singapore;France;ML12;2;13254569;;;
29124;2009;Singapore;France;ML13;2;8280788;;;
29125;2009;Singapore;France;ML21;3;1518268;;;
29126;2009;Singapore;France;ML18;2;3058688;;;
29127;2009;Singapore;France;ML22;17;23400191;;;
29128;2009;Singapore;France;ML2;6;1333572;;;
29129;2009;Singapore;France;ML3;1;1012;;;
29130;2009;Singapore;France;ML1;2;13464;;;
29131;2009;Singapore;France;ML7;10;3248511;;;
29132;2009;Singapore;France;ML4;35;87523471;;;
29133;2009;Singapore;France;ML5;18;45146232;;;
29134;2009;Singapore;France;ML9;36;73221058;;;
29135;2009;Singapore;France;Total;182;385553493;92296172;;
29136;2009;Singapore;Ireland;ML5;2;102188;;;
29137;2009;Singapore;Ireland;Total;3;1317188;;;
29138;2009;Singapore;Ireland;ML22;1;1215000;;;
29139;2009;Singapore;Germany;ML14;9;7167619;;;
29140;2009;Singapore;Germany;ML15;2;188063;;;
29141;2009;Singapore;Germany;ML16;1;160075;;;
29142;2009;Singapore;Germany;ML17;10;53565;;;
29143;2009;Singapore;Germany;ML10;1;776;;;
29144;2009;Singapore;Germany;ML11;18;2591871;;;
29145;2009;Singapore;Germany;ML13;3;39020;;;
29146;2009;Singapore;Germany;ML21;1;50000;;;
29147;2009;Singapore;Germany;ML18;3;103966;;;
29148;2009;Singapore;Germany;ML22;12;977000;;;
29149;2009;Singapore;Germany;ML2;4;5015143;;;
29150;2009;Singapore;Germany;ML3;16;15512083;;;
29151;2009;Singapore;Germany;ML1;8;146068;;;
29152;2009;Singapore;Germany;ML6;63;131686951;;;
29153;2009;Singapore;Germany;ML7;10;15354;;;
29154;2009;Singapore;Germany;ML4;5;1437787;;;
29155;2009;Singapore;Germany;ML5;5;534243;;;
29156;2009;Singapore;Germany;ML8;11;2659;;;
29157;2009;Singapore;Germany;ML9;12;195127;;;
29158;2009;Singapore;Germany;Total;194;165877370;;;
29159;2009;Singapore;Belgium;ML3;1;243000;;;
29160;2009;Singapore;Belgium;ML8;2;81612;;;
29161;2009;Singapore;Belgium;ML1;3;15649772;;;
29162;2009;Singapore;Belgium;Total;6;15974384;;;
29163;2009;Singapore;Spain;ML15;1;;;;
29164;2009;Singapore;Spain;Total;1;;682000;;
29165;2009;Singapore;Spain;ML4;;;682000;;
29166;2009;Singapore;Netherlands;ML14;;;20500;;
29167;2009;Singapore;Netherlands;ML6;3;43381;7840;;
29168;2009;Singapore;Netherlands;Total;9;332954;158374;;
29169;2009;Singapore;Netherlands;ML10;6;289573;115572;;
29170;2009;Singapore;Netherlands;ML5;;;14462;;
29171;2009;Singapore;Denmark;Total;1;3492;;;
29172;2009;Singapore;Denmark;ML5;1;3492;;;
29173;2009;Singapore;Poland;Total;6;6697139;;;
29174;2009;Singapore;Poland;ML6;6;6697139;;;
29175;2009;Singapore;Sweden;ML21;2;;;;
29176;2009;Singapore;Sweden;ML2;1;;;;
29177;2009;Singapore;Sweden;ML3;2;;;;
29178;2009;Singapore;Sweden;ML7;1;;;;
29179;2009;Singapore;Sweden;ML4;1;;;;
29180;2009;Singapore;Sweden;ML5;4;;;;
29181;2009;Singapore;Sweden;Total;11;42492640;;;
29182;2009;Singapore;United Kingdom;ML14;1;9660;;;
29183;2009;Singapore;United Kingdom;ML15;26;378898;;;
29184;2009;Singapore;United Kingdom;ML16;8;340411;;;
29185;2009;Singapore;United Kingdom;ML17;3;64996;;;
29186;2009;Singapore;United Kingdom;ML10;108;578576;;;
29187;2009;Singapore;United Kingdom;ML11;56;1379972;;;
29188;2009;Singapore;United Kingdom;ML13;9;151959;;;
29189;2009;Singapore;United Kingdom;ML21;8;322575;;;
29190;2009;Singapore;United Kingdom;ML18;3;6900;;;
29191;2009;Singapore;United Kingdom;ML22;14;18415;;;
29192;2009;Singapore;United Kingdom;ML2;24;29031;;;
29193;2009;Singapore;United Kingdom;ML1;135;673244;;;
29194;2009;Singapore;United Kingdom;ML6;183;9081475;;;
29195;2009;Singapore;United Kingdom;ML7;109;672879;;;
29196;2009;Singapore;United Kingdom;ML4;11;4909235;;;
29197;2009;Singapore;United Kingdom;ML5;27;943436;;;
29198;2009;Singapore;United Kingdom;ML8;1;94;;;
29199;2009;Singapore;United Kingdom;ML9;32;265733;;;
29200;2009;Singapore;United Kingdom;Total;758;19827490;;;
29201;2009;Singapore;Austria;ML18;3;15611;15611;;
29202;2009;Singapore;Austria;ML22;2;4800;4800;;
29203;2009;Singapore;Austria;ML2;30;1623862;1497182;;
29204;2009;Singapore;Austria;ML1;1;302;302;;
29205;2009;Singapore;Austria;ML6;29;15712340;3929115;;
29206;2009;Singapore;Austria;ML5;2;1930;1930;;
29207;2009;Singapore;Austria;Total;67;17358845;5448940;;
29208;2009;Singapore;Greece;ML15;2;14500;;;
29209;2009;Singapore;Greece;Total;2;14500;;;
29210;2009;Singapore;Hungary;ML3;1;200000;;;
29211;2009;Singapore;Hungary;Total;1;200000;;;
29212;2009;Serbia;Italy;Total;;;445200;;
29213;2009;Serbia;Malta;ML1;1;800;800;;
29214;2009;Serbia;Malta;Total;1;800;800;;
29215;2009;Serbia;France;ML15;12;5403312;;;
29216;2009;Serbia;France;ML17;1;112144;;;
29217;2009;Serbia;France;ML10;1;490113;;;
29218;2009;Serbia;France;ML11;16;27859594;;;
29219;2009;Serbia;France;ML22;1;10195;;;
29220;2009;Serbia;France;ML1;2;329296;;;
29221;2009;Serbia;France;Total;33;34204655;14078559;;
29222;2009;Serbia;Slovakia;Total;2;2224000;1344000;;
29223;2009;Serbia;Slovakia;ML6;1;1344000;1344000;;
29224;2009;Serbia;Slovakia;ML22;1;880000;;;
29225;2009;Serbia;Germany;ML11;1;55300;;;
29226;2009;Serbia;Germany;ML13;3;605528;;;
29227;2009;Serbia;Germany;ML2;1;56740;;;
29228;2009;Serbia;Germany;ML3;5;96475;;;
29229;2009;Serbia;Germany;ML1;28;1402541;;;
29230;2009;Serbia;Germany;ML6;2;2624684;;;
29231;2009;Serbia;Germany;ML7;1;61367;;;
29232;2009;Serbia;Germany;ML8;1;52;;;
29233;2009;Serbia;Germany;Total;42;4902687;;;
29234;2009;Serbia;Belgium;ML3;1;370000;;;
29235;2009;Serbia;Belgium;ML8;1;1833720;;;
29236;2009;Serbia;Belgium;ML1;8;479474;;;
29237;2009;Serbia;Belgium;Total;10;2683194;;;
29238;2009;Serbia;Finland;ML1;1;263000;133607;;
29239;2009;Serbia;Finland;Total;1;263000;133607;;
29240;2009;Serbia;Bulgaria;ML15;2;28570;28570;;
29241;2009;Serbia;Bulgaria;ML16;2;2185050;1438789;;
29242;2009;Serbia;Bulgaria;ML2;2;1405;1054;;
29243;2009;Serbia;Bulgaria;ML3;7;374963;124514;;
29244;2009;Serbia;Bulgaria;ML8;1;286750;;;
29245;2009;Serbia;Bulgaria;Total;14;2876738;1592927;;
29246;2009;Serbia;Romania;ML2;1;11790;11790;;
29247;2009;Serbia;Romania;Total;1;11790;11790;;
29248;2009;Serbia;United Kingdom;ML10;3;4722;;;
29249;2009;Serbia;United Kingdom;ML11;1;1771;;;
29250;2009;Serbia;United Kingdom;ML13;4;874;;;
29251;2009;Serbia;United Kingdom;ML22;29;33;;;
29252;2009;Serbia;United Kingdom;ML2;6;11949;;;
29253;2009;Serbia;United Kingdom;ML3;14;49303;;;
29254;2009;Serbia;United Kingdom;ML1;41;43356;;;
29255;2009;Serbia;United Kingdom;ML6;1;178;;;
29256;2009;Serbia;United Kingdom;ML7;1;161;;;
29257;2009;Serbia;United Kingdom;ML4;5;3807;;;
29258;2009;Serbia;United Kingdom;ML5;2;;;;
29259;2009;Serbia;United Kingdom;Total;107;116153;;;
29260;2009;Serbia;Austria;ML3;3;35625;35625;;
29261;2009;Serbia;Austria;ML1;18;350731;235057;;
29262;2009;Serbia;Austria;ML18;5;139930;139930;;
29263;2009;Serbia;Austria;Total;26;526286;410612;;
29264;2009;Serbia;Slovenia;ML8;1;18337;18337;;
29265;2009;Serbia;Slovenia;Total;1;18337;18337;;
29266;2009;United Kingdom;Italy;ML14;3;16440280;;;
29267;2009;United Kingdom;Italy;ML15;6;1323382;;;
29268;2009;United Kingdom;Italy;ML16;7;18542296;;;
29269;2009;United Kingdom;Italy;Total;259;1250232322;286811013;;
29270;2009;United Kingdom;Italy;ML10;145;981624683;;;
29271;2009;United Kingdom;Italy;ML11;21;40396535;;;
29272;2009;United Kingdom;Italy;ML13;1;411543;;;
29273;2009;United Kingdom;Italy;ML21;3;36741;;;
29274;2009;United Kingdom;Italy;ML18;5;1724776;;;
29275;2009;United Kingdom;Italy;ML22;5;24747;;;
29276;2009;United Kingdom;Italy;ML2;2;298112;;;
29277;2009;United Kingdom;Italy;ML3;10;18513973;;;
29278;2009;United Kingdom;Italy;ML1;8;1473623;;;
29279;2009;United Kingdom;Italy;ML6;4;12113556;;;
29280;2009;United Kingdom;Italy;ML4;12;42345428;;;
29281;2009;United Kingdom;Italy;ML5;26;114869760;;;
29282;2009;United Kingdom;Italy;ML9;1;92887;;;
29283;2009;United Kingdom;Czech Republic;ML6;5;111610;165681;;
29284;2009;United Kingdom;Czech Republic;Total;19;2320041;245770;;
29285;2009;United Kingdom;Czech Republic;ML10;3;2182570;58262;;
29286;2009;United Kingdom;Czech Republic;ML11;6;536;546;;
29287;2009;United Kingdom;Czech Republic;ML5;1;25321;21278;;
29288;2009;United Kingdom;Lithuania;ML3;1;99199;99199;;
29289;2009;United Kingdom;Lithuania;Total;2;773639;773639;;
29290;2009;United Kingdom;Lithuania;ML22;1;674440;674440;;
29291;2009;United Kingdom;Malta;ML3;1;2000;2000;;
29292;2009;United Kingdom;Malta;ML1;2;550;550;;
29293;2009;United Kingdom;Malta;Total;3;2550;2550;;
29294;2009;United Kingdom;France;ML15;56;31182453;;;
29295;2009;United Kingdom;France;ML16;1;12966;;;
29296;2009;United Kingdom;France;ML17;5;11071741;;;
29297;2009;United Kingdom;France;ML10;156;58984282;;;
29298;2009;United Kingdom;France;ML11;61;41060500;;;
29299;2009;United Kingdom;France;ML13;8;7854961;;;
29300;2009;United Kingdom;France;ML21;3;3858202;;;
29301;2009;United Kingdom;France;ML18;2;38799;;;
29302;2009;United Kingdom;France;ML22;25;14178738;;;
29303;2009;United Kingdom;France;ML2;7;4306643;;;
29304;2009;United Kingdom;France;ML3;27;8917590;;;
29305;2009;United Kingdom;France;ML1;6;503184;;;
29306;2009;United Kingdom;France;ML6;7;3690342;;;
29307;2009;United Kingdom;France;ML7;1;176889;;;
29308;2009;United Kingdom;France;ML4;33;20618230;;;
29309;2009;United Kingdom;France;ML5;25;164890546;;;
29310;2009;United Kingdom;France;ML8;12;2619643;;;
29311;2009;United Kingdom;France;ML9;62;43193383;;;
29312;2009;United Kingdom;France;Total;497;417159090;102701448;;
29313;2009;United Kingdom;Ireland;ML6;21;1415720;;;
29314;2009;United Kingdom;Ireland;Total;43;2596430;;;
29315;2009;United Kingdom;Ireland;ML10;1;;;;
29316;2009;United Kingdom;Ireland;ML4;21;1180710;;;
29317;2009;United Kingdom;Germany;ML14;10;2449341;;;
29318;2009;United Kingdom;Germany;ML15;7;1955685;;;
29319;2009;United Kingdom;Germany;ML16;53;118396425;;;
29320;2009;United Kingdom;Germany;ML17;34;7598230;;;
29321;2009;United Kingdom;Germany;ML10;161;67102011;;;
29322;2009;United Kingdom;Germany;ML11;102;15730189;;;
29323;2009;United Kingdom;Germany;ML21;43;1589286;;;
29324;2009;United Kingdom;Germany;ML18;18;100816;;;
29325;2009;United Kingdom;Germany;ML22;71;6216306;;;
29326;2009;United Kingdom;Germany;ML2;74;14606791;;;
29327;2009;United Kingdom;Germany;ML3;85;163453396;;;
29328;2009;United Kingdom;Germany;ML1;38;16494218;;;
29329;2009;United Kingdom;Germany;ML6;137;13623097;;;
29330;2009;United Kingdom;Germany;ML7;5;376072;;;
29331;2009;United Kingdom;Germany;ML4;44;12024507;;;
29332;2009;United Kingdom;Germany;ML5;24;2067162;;;
29333;2009;United Kingdom;Germany;ML9;45;4653771;;;
29334;2009;United Kingdom;Germany;Total;951;448437303;;;
29335;2009;United Kingdom;Belgium;ML14;1;76281;;;
29336;2009;United Kingdom;Belgium;ML16;1;28636;;;
29337;2009;United Kingdom;Belgium;Total;82;80342389;;;
29338;2009;United Kingdom;Belgium;ML10;25;7151018;;;
29339;2009;United Kingdom;Belgium;ML13;1;3681025;;;
29340;2009;United Kingdom;Belgium;ML2;9;5012525;;;
29341;2009;United Kingdom;Belgium;ML3;3;9486803;;;
29342;2009;United Kingdom;Belgium;ML1;28;5921460;;;
29343;2009;United Kingdom;Belgium;ML6;5;46958809;;;
29344;2009;United Kingdom;Belgium;ML8;6;1982788;;;
29345;2009;United Kingdom;Belgium;ML9;3;43044;;;
29346;2009;United Kingdom;Spain;ML15;1;146150;60271476;;
29347;2009;United Kingdom;Spain;ML10;38;347992308;24108074;;
29348;2009;United Kingdom;Spain;ML11;3;;1189107;;
29349;2009;United Kingdom;Spain;ML13;2;;;;
29350;2009;United Kingdom;Spain;ML22;1;;;;
29351;2009;United Kingdom;Spain;ML3;2;;344625;;
29352;2009;United Kingdom;Spain;ML1;1;;;;
29353;2009;United Kingdom;Spain;ML6;3;;;;
29354;2009;United Kingdom;Spain;ML4;9;1022865;5525745;;
29355;2009;United Kingdom;Spain;ML5;;;279338;;
29356;2009;United Kingdom;Spain;ML8;3;16820874;30236723;;
29357;2009;United Kingdom;Spain;Total;63;365982197;121955088;;
29358;2009;United Kingdom;Netherlands;ML14;2;12329;;;
29359;2009;United Kingdom;Netherlands;ML15;14;2905141;3686095;;
29360;2009;United Kingdom;Netherlands;ML16;1;4229;47816;;
29361;2009;United Kingdom;Netherlands;Total;39;36081374;21333462;;
29362;2009;United Kingdom;Netherlands;ML10;3;4244584;2676216;;
29363;2009;United Kingdom;Netherlands;ML11;3;324282;92512;;
29364;2009;United Kingdom;Netherlands;ML21;1;159971;;;
29365;2009;United Kingdom;Netherlands;ML3;1;39000;39173;;
29366;2009;United Kingdom;Netherlands;ML1;5;7375;3375;;
29367;2009;United Kingdom;Netherlands;ML6;5;2789063;1377663;;
29368;2009;United Kingdom;Netherlands;ML7;;;65950;;
29369;2009;United Kingdom;Netherlands;ML4;1;55013;;;
29370;2009;United Kingdom;Netherlands;ML5;3;25540387;13111728;;
29371;2009;United Kingdom;Netherlands;ML9;;;232934;;
29372;2009;United Kingdom;Denmark;ML21;4;2297935;;;
29373;2009;United Kingdom;Denmark;Total;86;35233837;;;
29374;2009;United Kingdom;Denmark;ML10;59;11536140;;;
29375;2009;United Kingdom;Denmark;ML11;4;6220983;;;
29376;2009;United Kingdom;Denmark;ML13;19;15178779;;;
29377;2009;United Kingdom;Poland;ML2;1;16620;;;
29378;2009;United Kingdom;Poland;ML6;1;407272;;;
29379;2009;United Kingdom;Poland;Total;3;425726;;;
29380;2009;United Kingdom;Poland;ML10;1;1834;;;
29381;2009;United Kingdom;Finland;ML10;3;783000;1018200;;
29382;2009;United Kingdom;Finland;ML11;;;702502;;
29383;2009;United Kingdom;Finland;ML13;1;224000;;;
29384;2009;United Kingdom;Finland;ML3;4;7915478;25807;;
29385;2009;United Kingdom;Finland;ML1;1;469500;69105;;
29386;2009;United Kingdom;Finland;ML7;4;8937;4283;;
29387;2009;United Kingdom;Finland;ML8;;;23000;;
29388;2009;United Kingdom;Finland;Total;13;9400915;1842897;;
29389;2009;United Kingdom;Sweden;ML14;1;;;;
29390;2009;United Kingdom;Sweden;ML10;1;;;;
29391;2009;United Kingdom;Sweden;ML11;2;;;;
29392;2009;United Kingdom;Sweden;ML18;1;;;;
29393;2009;United Kingdom;Sweden;ML3;7;;;;
29394;2009;United Kingdom;Sweden;ML1;2;;;;
29395;2009;United Kingdom;Sweden;ML6;2;;;;
29396;2009;United Kingdom;Sweden;ML5;2;;;;
29397;2009;United Kingdom;Sweden;ML8;11;;;;
29398;2009;United Kingdom;Sweden;Total;29;101191770;92100320;;
29399;2009;United Kingdom;Bulgaria;ML15;;;8071;;
29400;2009;United Kingdom;Bulgaria;Total;15;1794979;2026154;;
29401;2009;United Kingdom;Bulgaria;ML2;2;10130;10970;;
29402;2009;United Kingdom;Bulgaria;ML3;5;222342;298764;;
29403;2009;United Kingdom;Bulgaria;ML1;1;400;375;;
29404;2009;United Kingdom;Bulgaria;ML4;5;59808;210472;;
29405;2009;United Kingdom;Bulgaria;ML9;2;1502299;1497502;;
29406;2009;United Kingdom;Romania;Total;26;1137991;833795;;
29407;2009;United Kingdom;Romania;ML22;;;1117;;
29408;2009;United Kingdom;Romania;ML1;3;90449;217620;;
29409;2009;United Kingdom;Romania;ML10;22;964367;509693;;
29410;2009;United Kingdom;Romania;ML13;1;83175;105365;;
29411;2009;United Kingdom;Portugal;Total;1;181177;181177;;
29412;2009;United Kingdom;Portugal;ML6;1;181177;181177;;
29413;2009;United Kingdom;Estonia;Total;1;336629;336629;;
29414;2009;United Kingdom;Estonia;ML4;1;336629;336629;;
29415;2009;United Kingdom;Austria;ML2;4;1742087;940307;;
29416;2009;United Kingdom;Austria;ML3;9;91953490;51778272;;
29417;2009;United Kingdom;Austria;ML1;4;45146;29354;;
29418;2009;United Kingdom;Austria;Total;17;93740723;52747933;;
29419;2009;United Kingdom;Greece;ML17;1;2432;;;
29420;2009;United Kingdom;Greece;ML6;3;6337080;;;
29421;2009;United Kingdom;Greece;Total;4;6339512;;;
29422;2009;United Kingdom;Hungary;ML15;7;16414767;2549540;;
29423;2009;United Kingdom;Hungary;ML11;1;1300000;;;
29424;2009;United Kingdom;Hungary;ML3;4;1126000;847780;;
29425;2009;United Kingdom;Hungary;ML1;2;190500;;;
29426;2009;United Kingdom;Hungary;ML6;1;24000;16000;;
29427;2009;United Kingdom;Hungary;ML4;1;20000;20000;;
29428;2009;United Kingdom;Hungary;Total;16;19075267;3433320;;
29429;2009;Trinidad And Tobago;France;Total;;;527758;;
29430;2009;Trinidad And Tobago;France;ML22;;;527758;;
29431;2009;Trinidad And Tobago;Austria;ML1;7;39669;11148;;
29432;2009;Trinidad And Tobago;Austria;Total;7;39669;11148;;
29433;2009;Trinidad And Tobago;Germany;ML1;1;156150;;;
29434;2009;Trinidad And Tobago;Germany;ML11;1;172902;;;
29435;2009;Trinidad And Tobago;Germany;Total;2;329052;;;
29436;2009;Trinidad And Tobago;United Kingdom;ML15;2;52596;;;
29437;2009;Trinidad And Tobago;United Kingdom;ML13;8;201809;;;
29438;2009;Trinidad And Tobago;United Kingdom;ML22;7;62707;;;
29439;2009;Trinidad And Tobago;United Kingdom;ML2;5;1599599;;;
29440;2009;Trinidad And Tobago;United Kingdom;ML3;3;34316;;;
29441;2009;Trinidad And Tobago;United Kingdom;ML1;25;161228;;;
29442;2009;Trinidad And Tobago;United Kingdom;ML6;1;1232385;;;
29443;2009;Trinidad And Tobago;United Kingdom;ML4;7;178065;;;
29444;2009;Trinidad And Tobago;United Kingdom;Total;58;3522706;;;
29445;2009;Greece;Italy;Total;29;4279708;5116774;;
29446;2009;Greece;Italy;ML10;10;874692;;;
29447;2009;Greece;Italy;ML11;3;2395430;;;
29448;2009;Greece;Italy;ML22;5;;;;
29449;2009;Greece;Italy;ML2;2;752425;;;
29450;2009;Greece;Italy;ML3;2;8179;;;
29451;2009;Greece;Italy;ML1;1;;;;
29452;2009;Greece;Italy;ML4;3;184162;;;
29453;2009;Greece;Italy;ML5;2;35420;;;
29454;2009;Greece;Italy;ML9;1;29400;;;
29455;2009;Greece;Czech Republic;ML3;1;415958;384021;;
29456;2009;Greece;Czech Republic;Total;3;543116;501708;;
29457;2009;Greece;Czech Republic;ML6;1;127157;117686;;
29458;2009;Greece;Lithuania;ML3;1;99412;42850;;
29459;2009;Greece;Lithuania;Total;1;99412;42850;;
29460;2009;Greece;France;ML14;1;16446;;;
29461;2009;Greece;France;ML15;8;11457719;;;
29462;2009;Greece;France;Total;181;946444690;118388059;;
29463;2009;Greece;France;ML10;124;805196492;;;
29464;2009;Greece;France;ML11;16;10265251;;;
29465;2009;Greece;France;ML21;1;1769140;;;
29466;2009;Greece;France;ML22;10;2040459;;;
29467;2009;Greece;France;ML1;1;319537;;;
29468;2009;Greece;France;ML6;1;4469;;;
29469;2009;Greece;France;ML4;10;63530403;;;
29470;2009;Greece;France;ML5;6;4597438;;;
29471;2009;Greece;France;ML9;3;47247337;;;
29472;2009;Greece;Slovakia;Total;2;7814;7814;;
29473;2009;Greece;Slovakia;ML6;2;7814;7814;;
29474;2009;Greece;Germany;ML14;2;136080;;;
29475;2009;Greece;Germany;ML15;1;20700;;;
29476;2009;Greece;Germany;ML16;17;1094108;;;
29477;2009;Greece;Germany;ML17;8;24347;;;
29478;2009;Greece;Germany;ML10;2;57802;;;
29479;2009;Greece;Germany;ML11;14;494422;;;
29480;2009;Greece;Germany;ML21;1;;;;
29481;2009;Greece;Germany;ML18;9;656798;;;
29482;2009;Greece;Germany;ML22;7;444533;;;
29483;2009;Greece;Germany;ML2;4;22063;;;
29484;2009;Greece;Germany;ML3;5;2701244;;;
29485;2009;Greece;Germany;ML6;52;3146856;;;
29486;2009;Greece;Germany;ML4;13;3245801;;;
29487;2009;Greece;Germany;ML5;5;47120;;;
29488;2009;Greece;Germany;ML9;11;3780532;;;
29489;2009;Greece;Germany;Total;151;15872406;;;
29490;2009;Greece;Belgium;ML3;2;35127;;;
29491;2009;Greece;Belgium;ML8;1;258940;;;
29492;2009;Greece;Belgium;ML1;1;1882;;;
29493;2009;Greece;Belgium;Total;4;295949;;;
29494;2009;Greece;Spain;ML14;1;100000;;;
29495;2009;Greece;Spain;ML10;1;;;;
29496;2009;Greece;Spain;ML11;1;188180;201760;;
29497;2009;Greece;Spain;ML1;3;1750750;136880;;
29498;2009;Greece;Spain;ML8;3;12204565;30858615;;
29499;2009;Greece;Spain;Total;9;14243495;31197255;;
29500;2009;Greece;Netherlands;ML15;2;39702;;;
29501;2009;Greece;Netherlands;ML16;1;68935;15340;;
29502;2009;Greece;Netherlands;ML21;1;100000;25;;
29503;2009;Greece;Netherlands;ML22;1;20000;750;;
29504;2009;Greece;Netherlands;ML1;1;29950;29950;;
29505;2009;Greece;Netherlands;ML6;2;8175;5640;;
29506;2009;Greece;Netherlands;ML5;1;1500000;1612517;;
29507;2009;Greece;Netherlands;Total;9;1766762;1664222;;
29508;2009;Greece;Denmark;Total;2;1521390;;;
29509;2009;Greece;Denmark;ML10;1;1121370;;;
29510;2009;Greece;Denmark;ML5;1;400020;;;
29511;2009;Greece;Poland;Total;1;30379;;;
29512;2009;Greece;Poland;ML6;1;30379;;;
29513;2009;Greece;Finland;ML3;1;79000;;;
29514;2009;Greece;Finland;Total;1;79000;;;
29515;2009;Greece;Sweden;ML2;2;;;;
29516;2009;Greece;Sweden;ML3;1;;;;
29517;2009;Greece;Sweden;ML8;2;;;;
29518;2009;Greece;Sweden;Total;6;395280;41998540;;
29519;2009;Greece;Sweden;ML5;1;;;;
29520;2009;Greece;Bulgaria;ML3;1;4200;4200;;
29521;2009;Greece;Bulgaria;Total;2;144200;333428;;
29522;2009;Greece;Bulgaria;ML4;1;140000;329228;;
29523;2009;Greece;United Kingdom;ML15;1;10443;;;
29524;2009;Greece;United Kingdom;ML17;1;;;;
29525;2009;Greece;United Kingdom;ML10;1;3417032;;;
29526;2009;Greece;United Kingdom;ML11;10;215366;;;
29527;2009;Greece;United Kingdom;ML13;2;12938;;;
29528;2009;Greece;United Kingdom;ML21;2;26409;;;
29529;2009;Greece;United Kingdom;ML1;32;836260;;;
29530;2009;Greece;United Kingdom;ML6;1;143681;;;
29531;2009;Greece;United Kingdom;ML7;10;13685;;;
