Jahr,Name_Zeitschrift,Name_Zeitschrift_clean,Förderungswerber,Förderungsbetrag,Nicht_gefördert
2014,COULEUR,COULEUR,"Mittelschüler-Kartell-Verband (MKV) Laudongasse 16/3/1, 1080 Wien",,Nicht gefördert
2014,DATUM,DATUM,"DATUM Verlag GmbH Loquaiplatz 12/6, 1060 Wien",,Nicht gefördert
2014,FAMILIE ROCKT!,FAMILIE ROCKT!,"Patrice Fuchs Stollgasse 3/6, 1070 Wien",,Nicht gefördert
2014,FREISTIL,FREISTIL,"Andreas Fellinger Gloriettegasse 17-19/4/10, 1130 Wien",,Nicht gefördert
2014,Die GEMEINDE INSIDER,Die GEMEINDE INSIDER,"Israelitische Kultusgemeinde Wien Seitenstettengasse 4, 1010 Wien",,Nicht gefördert
2014,THE GLOBAL PLAYER/ WE THE PEOPLE,THE GLOBAL PLAYER/ WE THE PEOPLE,"Verein ""Die Bunten"" Rotenlöwengasse 12/1, 1090 Wien",,Nicht gefördert
2014,Der KRANICH,Der KRANICH,"Friedensbüro Salzburg Franz-Josef-Straße 3/3, 5020 Salzburg",,Nicht gefördert
2014,LINZER OSTUMFAHRUNG,LINZER OSTUMFAHRUNG,"Bürgerinitiative Ostumfahrung Am Pfennigberg 4b, 4040 Steyregg",,Nicht gefördert
2014,MEHR,MEHR,"ERF Medien Österreich Lemböckgasse 47b, 1230 Wien",,Nicht gefördert
2014,MOTOR Freizeit & Trends,MOTOR Freizeit & Trends,"Miriam Scheiblauer Im Plattner 17, 6833 Klaus",,Nicht gefördert
2014,PHOENIX,PHOENIX,"Dr. Gerfried Sperl Mariahilferstraße 117, 1060 Wien",,Nicht gefördert
2014,STATEMENT,STATEMENT,"Österreichischer Journalistenclub – ÖJC Blutgasse 3, 1010 Wien",,Nicht gefördert
2014,SUDETENPOST,SUDETENPOST,"Sudetendeutscher Presseverein Kreuzstraße 7, 4040 Linz",,Nicht gefördert
2014,WIR SIND KIRCHE,WIR SIND KIRCHE,"WIR SIND KIRCHE ÖSTERREICH Mosergasse 8, 1090 Wien",,Nicht gefördert
2014,DER.WISCH - ZEITSCHRIFT FÜR VIEL.SEITIGE,DER.WISCH - ZEITSCHRIFT FÜR VIEL.SEITIGE,"Wiener Studentenverein WSV Rokitanskygasse 26/17, 1170 Wien",,Nicht gefördert
2013,"ACADEMIA –Zeitschrift für Politik, Wirtschaft, Religion, Kultur","ACADEMIA – Zeitschrift für Politik, Wirtschaft, Religion, Kultur","ÖCV und ÖAHB Lerchenfelderstraße 14, 1080 Wien","4501,73",
2013,AEP-Informationen Feministische Zeitschrift für Politik und Gesellschaft,AEP-Informationen Feministische Zeitschrift für Politik und Gesellschaft,"Arbeitskreis Emanzipation und Partnerschaft Müllerstr. 26, 6020 Innsbruck","4501,73",
2013,AKIN,AKIN,"FÖJ – Bewegung für Sozialismus Belvederegasse 10, 1040 Wien","4501,73",
2013,ALFRED KLAHR GESELLSCHAFT. MITTEILUNGEN,ALFRED KLAHR GESELLSCHAFT. MITTEILUNGEN,"Alfred Klahr Gesellschaft Drechlsergasse 42, 1140 Wien",1360,
2013,Die ALTERNATIVE,Die ALTERNATIVE,"Alternative und Grüne GewerkschafterInnen - UG Belvederegasse 10, 1040 Wien","4501,73",
2013,Der APFEL – Rundbrief des Österreichischen Frauenforums Feministische Theologie,Der APFEL - Zeitschrift des Österreichischen Frauenforums Feministische Theologie,"Österreichisches Frauenforum Feministische Theologie Baum 1, 4880 Berg im Attergau","4501,73",
2013,Die ARBEIT,Die ARBEIT,"Gewerkschaftlicher Linksblock Hugogasse 8, 1110 Wien",2040,
2013,BALLESTERER. fm Fußballmagazin,BALLESTERER. fm Fußballmagazin,"ballesterer Zeitschriftenverlag GmbH Porzellangasse 11/69, 1090 Wien","7502,88",
2013,BANANENBLATT,BANANENBLATT - Satire und Komische Kunst,"Komische Künste Verlagsges.m.b.H. Museumsquartier, Museumsplatz 1, 1070 Wien",1360,
2013,BEDROHTE VÖLKER,BEDROHTE VÖLKER,"Gesellschaft für bedrohte Völker Österreich, Untere Viaduktgasse 53/7A, 1030 Wien","4501,73",
2013,BEHINDERTE MENSCHEN,BEHINDERTE MENSCHEN,"Verein Initiativ für behinderte Kinder und Jugendliche Alberstraße 8, 8010 Graz","9003,46",
2013,BIZEPS INFO,BIZEPS INFO,"Bizeps - Zentrum für selbstbestimmtes Leben Schönngasse 15-17/4, 1020 Wien",1360,
2013,CUBA SI,CUBA SI,"Österreichisch-Kubanische Gesellschaft Seisgasse 1,1040 Wien","4501,73",
2013,DIALOG – Du Siach Christlich-jüdische Informationen,DIALOG – Du Siach Christlich-jüdische Informationen,"Koordinierungsausschuss für christlich- jüdische Zusammenarbeit Tandelmarktgasse 5, 1020 Wien","4501,73",
2013,EFA,EFA,"Evangelische Frauenarbeit in Österreich Blumengasse 4/6, 1180 Wien","4501,73",
2013,EHE UND FAMILIEN,EHE UND FAMILIEN,"Katholischer Familienverband Österreichs Spiegelgasse 3/3/9, 1010 Wien","4501,73",
2013,Der FUNKE,Der FUNKE,"Verein Gesellschaft und Politik, Lustkandlgasse 10/1, 1090 Wien","4501,73",
2013,GebärdenSache,GebärdenSache,"Österreichischer Gehörlosenbund Waldgasse 13/2, 1100 Wien","4501,73",
2013,GEDENKDIENST,GEDENKDIENST,"GEDENKDIENST Margaretenstraße 166/4, 1050 Wien","4501,73",
2013,GIFT,GIFT - Zeitschrift für freies Theater,"IG Freie Theaterarbeit Gumpendorferstraß3 63B, 1060 Wien","4501,73",
2013,GLOBAL PLAYER,GLOBAL PLAYER (vormals: Die Bunte Zeitung),"Verein ""Die Bunten, Forum für Würde, Gerechtigkeit und Demokratie"" Rotenlöwengasse 12/1, 1090 Wien","9003,46",
2013,GLOBAL View,GLOBAL View,"Akademisches Forum für Außenpolitik Johannesgasse 2/2/32, 1010 Wien","4501,73",
2013,GRUNDRISSE – Zeitschrift für Linke Theorie & Debatte,GRUNDRISSE Zeitschrift für Linke Theorie & Debatte,"Verein für sozialwissenschaftliche Forschung Weißgasse 4, 1170 Wien","4501,73",
2013,HISTORISCHE SOZIALKUNDE,HISTORISCHE SOZIALKUNDE,"Verein für Geschichte u. Sozialkunde c/o Institut f. Wirtschafts- und Sozialgeschichte der Universität Wien Universitätsring 1, 1010 Wien","4501,73",
2013,INDABA - Das SADOCC-Magazin für das südliche Afrika,INDABA - Das SADOCC-Magazin für das Südliche Afrika,"Dokumentations- und Kooperationszentrum Südliches Afrika Favoritenstraße 38/18/1, 1040 Wien","4501,73",
2013,INTERNATIONAL Zeitschrift für internationale Politik,INTERNATIONAL - Zeitschrift für internationale Politik,"Verein ARGE für internationale Publizistik Laaerbergstraße 43/5.Stock, 1100 Wien","4501,73",
2013,JOHANN WILHELM KLEIN,JOHANN WILHELM KLEIN,"Leihbücherei, Druckerei u. Lehrmittelverlag des Bundes- Blindenerziehungsinstitutes Wittelsbachstr. 5, 1020 Wien","4501,73",
2013,JOURNAL für SCHULENTWICKLUNG,JOURNAL für SCHULENTWICKLUNG,"StudienVerlag GmbH Erlerstraße 10, 6020 Innsbruck","4501,73",
2013,JUNGE GEMEINDE,JUNGE GEMEINDE,"Evangelische Jugend Österreich Blumengasse 4/15, 1180 Wien","4501,73",
2013,JURIDIKUM,JURIDIKUM - Zeitschrift für Kritik/Recht/Gesellschaft,"Verlag Österreich GmbH Schottenbastei 10-16,1010 Wien","4501,73",
2013,KINDERSCHUTZ AKTIV,KINDERSCHUTZ AKTIV,"Verein für gewaltlose Erziehung Obere Augartenstraße 26-28, 1020 Wien",2040,
2013,KIRCHE IN,KIRCHE IN,"Rudolf Schermann Keplergasse 8, 1100 Wien","9003,46",
2013,KIRCHE IN BEWEGUNG,KIRCHE IN BEWEGUNG (vormals: Altkatholische Kirchenzeitung),"Altkatholische Kirche Österreichs Schottenring 17/1/3/12, 1010 Wien","4501,73",
2013,Der KONAK,Der KONAK,"Forschungs- und Kulturverein für Kontinentalamerika und die Karibik Arthaberplatz 4/4, 1100 Wien","4501,73",
2013,KONTRASTE - Presse- und Informationsdienst für Sozialpolitik,KONTRASTE - Presse- und Informationsdienst für Sozialpolitik,"Sozialwissenschaftliche Vereinigung Altenbergerstraße 69, 4040 Linz","4501,73",
2013,Der KRANICH,Der KRANICH,"Friedensbüro Salzburg Franz-Josef-Straße 3, 5020 Salzburg",1360,
2013,KRITISCHES CHRISTENTUM,KRITISCHES CHRISTENTUM,"Aktion Kritisches Christentum Mühlgasse 25/5, 1040 Wien",1360,
2013,KURSWECHSEL,KURSWECHSEL,"Sonderzahl Verlagsges. mbH Große Neugasse 35/15, 1040 Wien","7502,88",
2013,LAMBDA - Nachrichten,LAMBDA - Nachrichten,"Homosexuelle Initiative (HOSI) Wien Heumühlgasse 14/1, 1040 Wien","4501,73",
2013,LATEINAMERIKA ANDERS,LATEINAMERIKA ANDERS,"Informationsgruppe Lateinamerika (IGLA) c/o WUK Währingerstraße 59, 1090 Wien","4501,73",
2013,MALMOE,MALMOE,"Verein zur Förderung medialer Vielfalt und Qualität Belvederegasse 24/15, 1020 Wien","6002,31",
2013,MEDIEN UND ZEIT,MEDIEN & ZEIT,"Arbeitskreis für historische Kommunikationsforschung (AHK), Währingerstraße 29, 1180 Wien","6002,31",
2013,MEDIEN JOURNAL,MEDIEN JOURNAL,"Österreichische Gesellschaft für Kommunikationsforschung (ÖGK), Rudolfskai 42, 5020 Salzburg","4501,73",
2013,MEHR,MEHR,"ERF Medien Österreich Lemböckgasse 47b/Top 11, 1230 Wien",1360,
2013,MITEINANDER – Welt und geistliche Berufung,MITEINANDER – Welt und geistliche Berufung,"Kirchliches Institut Canisiuswerk – Zentrum für geistliche Berufe Stephansplatz 6, 1010 Wien",1360,
2013,NACHRICHTEN und Stellungnahmen der Kath. Sozialakademie Österreichs,NACHRICHTEN und Stellungnahmen der Katholischen Sozialakademie Österreichs,"Katholische Sozialakademie Österreichs Schottenring 35/DG, 1010 Wien","4501,73",
2013,Der NEUE MERKER,Der NEUE MERKER,"Merker Verein, Dr. Sieglinde Pfabigan Peitlg. 7/3/4, 1210 Wien",1360,
2013,NICARAGUA – Nachrichten,NICARAGUA – Nachrichten,"ARGE für Informationen über Nicaragua Hauptstraße 69, 3494 Brunn im Felde",1360,
2013,NU - News über uns,NU - News über uns,"Verein Arbeitsgemeinschaft Jüdisches Forum Esteplatz 6/5, 1030 Wien","7502,88",
2013,ÖSTERREICHISCHE ZEITSCHRIFT FÜR POLITIKWISSENSCHAFT (ÖZP),Österreichische Zeitschrift für Politikwissenschaft (ÖZP),"Facultas Verlags- und Buchhandels AG Stolberggasse 5, 1090 Wien","7502,88",
2013,PAX – Die Zeitung der Friedensbewegung Pax Christi Österreich,PAX - Die Zeitung der Friedensbewegung Pax Christi Österreich,"Pax Christi Österreich Mengerstr. 23, 4040 Linz",1360,
2013,PHOENIX,PHOENIX,"Dr. Gerfried Sperl Mariahilfer Straße 117, 1060 Wien",1360,
2013,PRIDE - Das lesbisch/schwule Österreichmagazin,PRIDE - Das lesbisch/schwule Österreichmagazin,"Verein zur Förderung der Information über Schwule, Lesben und TransGender- Personen Gerstnerstraße 13, 4040 Linz","4501,73",
2013,QUART,QUART,"Forum katholischer Akademikerinnen u. Akademiker Österreichs Währingerstraße 2-4, 1090 Wien","4501,73",
2013,REFORMIERTES KIRCHENBLATT,REFORMIERTES KIRCHENBLATT,"Evangelischer Oberkirchenrat H.B. Dorotheergasse 16, 1010 Wien","9003,46",
2013,RELIGIONEN UNTERWEGS,RELIGIONEN UNTERWEGS,"Petrus Bsteh, Kontaktstelle für Weltreligionen Fasangartengasse 101/7, 1130 Wien","4501,73",
2013,SAAT – Evangelische Kirchenzeitung für Österreich,SAAT – Evangelische Kirchenzeitung für Österreich,"Evangelischer Presseverband in Österreich Ungargasse 9/10, 1030 Wien","10504,04",
2013,SCHOTTENGASSE,SCHOTTENGASSE,"Verein der Freunde der Katholischen Medien Akademie Schottengasse 3/7/39, 1010 Wien","4501,73",
2013,SCHULHEFT,SCHULHEFT,"StudienVerlag GmbH Erlerstraße 10, 6020 Innsbruck","7502,88",
2013,Die SEITEN des Vereins für kulturelle Information,Die SEITEN des Vereins für kulturelle Information,"Verein für kulturelle Informationen Spengergasse 40/4, 1050 Wien",1360,
2013,SIO - SOZIALARBEIT in Österreich,SIO - SOZIALARBEIT in Österreich,"ÖBDS - Österr. Berufsverband der SozialarbeiterInnen Mariahilferstr. 81/1/3/14, 1060 Wien","4501,73",
2013,SOL,SOL,"Menschen für Solidarität, Ökologie und Lebensstil Penzinger Straße 18/2, 1140 Wien","4501,73",
2013,SOZIALE TECHNIK,SOZIALE TECHNIK,"Interdisziplinäres Forschungs-zentrum für Technik, Arbeit und Kultur (IFZ) Schlögelgasse 2, 8010 Graz","4501,73",
2013,SPINNRAD,SPINNRAD,"Internationaler Versöhnungsbund – österr. Zweig Ledererg. 23/3/27, 1080 Wien","4501,73",
2013,STANDPUNKT,STANDPUNKT,"Evangelischer Bund in Österreich Ungargasse 9, 1030 Wien","4501,73",
2013,SWS-RUNDSCHAU,SWS-RUNDSCHAU,"Dr. Heinz Kienzl, Maria Theresien-Straße 9/8B, 1090 Wien","4501,73",
2013,TALK TOGETHER,TALK TOGETHER! Zeitschrift von und für MigrantInnen und NichtmigrantInnen,"Verein Salzburg – Kommunikation und Kultur E.-Heinrich-Straße 1b/10, 5020 Salzburg","4501,73",
2013,TARANTEL - Zeitschrift für Kultur von unten,TARANTEL - Zeitschrift für Kultur von unten,Gerald Grassl Vivariumstraße 8/4/18 1020 Wien,"4501,73",
2013,UNSER AUFTRAG,UNSER AUFTRAG,"Offiziersgesellschaft Wien Schwarzenbergplatz 1, 1010 Wien",2040,
2013,URSACHE UND WIRKUNG – Buddhistische Aspekte,URSACHE & WIRKUNG - Buddhistische Aspekte,"Verein Ursache & Wirkung Fleischmarkt 16/1/1, 1010 Wien","4501,73",
2013,VOLKSSTIMME,VOLKSSTIMME,"Verein für Gesellschaftskritik Drechslergasse 42, 11140 Wien",1360,
2013,VORWÄRTS,VORWÄRTS,"Sozialistische LinksPartei/SLP Pappenheimgasse 2/1, 1200 Wien",1360,
2013,WERKSTATT-Blatt,WERKSTATT-Blatt (vormals Guernica),"Solidarwerkstatt Österreich Waltherstraße 15b, 4020 Linz",1360,
2013,WINA,WINA - Das Jüdische Stadtmagazin,"JMV Medien- und Verlags-GmbH, Seitenstettengasse 4, 1010 Wien","4501,73",
2013,WIR,WIR (vormals DIE KINDER),"Österreichische Kinderfreunde - Bundesorganisation Rauhensteingasse 5/5, 1010 Wien","4501,73",
2013,Das WORT – Evangelische Beiträge zu Bildung und Unterricht,Das WORT – Evangelische Beiträge zu Bildung und Unterricht,"FI Dr. Lars Amann, Evang. Schulamt Wien, Abt. Pflichtschulen Hamburgerstraße 3, 1050 Wien","4501,73",
2013,YOU! MAGAZIN,YOU! MAGAZIN,"Jugendverein für christlich-katholische Werte Ebendorferstraße 8, 1010 Wien","4501,73",
2013,YPSILON – Männermagazin der katholischen Männerbewegung,YPSILON Männermagazin der katholischen Männerbewegung,"Katholische Männerbewegung der Diözese St. Pölten Klostergasse 15, 3100 St. Pölten",1360,
2013,ZEITZEICHEN,ZEITZEICHEN,"Katholische Arbeitnehmer - Bildungs- und Hilfswerk Österreich Spiegelgasse 3/2, 1010 Wien","4501,73",
2013,ASYL AKTUELL,ASYL AKTUELL,"Verein von AusländerInnen- und Flüchtlingshilfs- organisationen und –betreuerInnen Laudongasse 52/9, 1080 Wien",,Nicht gefördert
2013,COULEUR,COULEUR,"Mittelschüler-Kartell-Verband (MKV) Loudongasse 16/3/1, 1070 Wien",,Nicht gefördert
2013,FAMILIE ROCKT !,FAMILIE ROCKT!,"Patrice Fuchs Stollgasse 3/6, 1070 Wien",,Nicht gefördert
2013,freiStil,FREISTIL,Andreas Fellinger Gloriettegasse 17-19/4/10 1130 Wien,,Nicht gefördert
2013,Die GEMEINDE INSIDER,Die GEMEINDE INSIDER,"Israelitische Kultusgemeinde Wien Seitenstettengasse 4, 1010 Wien",,Nicht gefördert
2013,MOLECOOL,MOLECOOL - Die Welt der Naturwissenschaften,"Verband der Chemielehrer/-innen Österreich Dürnbergstraße 71, 5164 Seeham",,Nicht gefördert
2013,ÖGL – Österreich in Geschichte und Literatur mit Geographie,ÖGL – Österreich in Geschichte und Literatur mit Geographie,"Institut für Österreichkunde Hanuschgasse 3/Stiege 1/5, 1010 Wien",,Nicht gefördert
2012,"ACADEMIA - Zeitschrift für Politik, Wirtschaft, Religion und Kultur","ACADEMIA – Zeitschrift für Politik, Wirtschaft, Religion, Kultur",ÖCV und ÖAHB 1080 Wien,"4397,9",
2012,AEP-Informationen Feministische Zeitschrift für Politik und Gesellschaft,AEP-Informationen Feministische Zeitschrift für Politik und Gesellschaft,Arbeitskreis Emanzipation und Partnerschaft 6020 Innsbruck,"4397,9",
2012,AKIN,AKIN,FÖJ – Bewegung für Sozialismus 1040 Wien,"4397,9",
2012,ALFRED KLAHR GESELLSCHAFT. MITTEILUNGEN,ALFRED KLAHR GESELLSCHAFT. MITTEILUNGEN,Alfred Klahr Gesellschaft 1140 Wien,1364,
2012,Die ALTERNATIVE,Die ALTERNATIVE,Alternative und Grüne GewerkschafterInnen 1040 Wien,"4397,9",
2012,Der APFEL - Rundbrief des Österreichischen Frauenforums Feministische Theologie,Der APFEL - Zeitschrift des Österreichischen Frauenforums Feministische Theologie,Österreichisches Frauenforum Feministische Theologie 4880 Berg im Attergau,"4397,9",
2012,Die ARBEIT,Die ARBEIT,Gewerkschaftlicher Linksblock 1110 Wien,2046,
2012,ASYL AKTUELL,ASYL AKTUELL,Verein von AusländerInnen- und Flüchtlingshilfsorganisationen und – betreuerInnen 1080 Wien,"4397,9",
2012,BALLESTERER,BALLESTERER. fm Fußballmagazin,Ballesterer Zeitschriftenverlag GmbH 1090 Wien,7330,
2012,BEHINDERTE MENSCHEN,BEHINDERTE MENSCHEN,Verein Initiativ für behinderte Kinder und Jugendliche 8010 Graz,8796,
2012,BIZEPS INFO,BIZEPS INFO,Bizeps - Zentrum für selbstbestimmtes Leben 1020 Wien,1364,
2012,CAFE KPÖ,CAFE KPÖ,KPÖ-Oberösterreich 4020 Linz,1364,
2012,COULEUR,COULEUR,Mittelschüler-Kartell-Verband (MKV) 1070 Wien,"4397,9",
2012,CUBA SI,CUBA SI,Österreichisch-Kubanische Gesellschaft 1040 Wien,"4397,9",
2012,DIALOG - Du Siach Christlich-jüdische Informationen,DIALOG – Du Siach Christlich-jüdische Informationen,Koordinierungsausschuss für christlich- jüdische Zusammenarbeit 1020 Wien,"4397,9",
2012,EFA,EFA,Evangelische Frauenarbeit in Österreich 1180 Wien,"4397,9",
2012,EHE UND FAMILIEN,EHE UND FAMILIEN,"Katholischer Familienverband Österreichs, 1010 Wien","4397,9",
2012,FREIDENKER/IN - Organ des österreichischen Freidenkerbundes,FREIDENKER/IN - Organ des österreichischen Freidenkerbundes,Freidenkerbund Österreichs 1153 Wien,1364,
2012,Der FUNKE,Der FUNKE,Verein Gesellschaft und Politik 1090 Wien,"4397,9",
2012,GEDENKDIENST,GEDENKDIENST,GEDENKDIENST 1050 Wien,"4397,9",
2012,GIFT,GIFT - Zeitschrift für freies Theater,IG Freie Theaterarbeit 1060 Wien,"4397,9",
2012,GLOBAL PLAYER (vormals: Die Bunte Zeitung),GLOBAL PLAYER (vormals: Die Bunte Zeitung),"Verein ""Die Bunten - Forum für Würde, Gerechtigkeit und Demokratie"" 1090 Wien",8796,
2012,GLOBAL View,GLOBAL View,Akademisches Forum für Außenpolitik 1010 Wien,"4397,9",
2012,GRUNDRISSE - Zeitschrift für linke Theorie & Debatte,GRUNDRISSE Zeitschrift für Linke Theorie & Debatte,Partei „Grundrisse“ Dr. Karl Reitter 1180 Wien,"4397,9",
2012,HISTORISCHE SOZIALKUNDE,HISTORISCHE SOZIALKUNDE,Verein für Geschichte u. Sozialkunde c/o Institut f. Wirtschafts- und Sozialgeschichte der Universität Wien 1010 Wien,"4397,9",
2012,INDABA - Das SADOCC-Magazin für das Südliche Afrika,INDABA - Das SADOCC-Magazin für das Südliche Afrika,Dokumentations- und Kooperations- zentrum Südliches Afrika 1040 Wien,"4397,9",
2012,INTERNATIONAL - Zeitschrift für internationale Politik,INTERNATIONAL - Zeitschrift für internationale Politik,Verein „ARGE für internationale Publizistik“ 1150 Wien,"4397,9",
2012,JOHANN WILHELM KLEIN,JOHANN WILHELM KLEIN,"Leihbücherei, Druckerei und Lehrmittel- verlag des Bundes-Blindenerziehungs- institutes 1020 Wien","4397,9",
2012,JOURNAL für SCHULENTWICKLUNG,JOURNAL für SCHULENTWICKLUNG,StudienVerlag GmbH 6020 Innsbruck,"4397,9",
2012,JUNGE GEMEINDE,JUNGE GEMEINDE,Evangelische Jugend Österreich 1090 Wien,7330,
2012,JUNGE KIRCHE,JUNGE KIRCHE,Katholisches Jugendwerk Österreichs 1010 Wien,"4397,9",
2012,JURIDIKUM,JURIDIKUM - Zeitschrift für Kritik/Recht/Gesellschaft,Verlag Österreich GmbH 1010 Wien,"4397,9",
2012,DIE KINDER (vormals Familienmagazin),DIE KINDER (vormals Familienmagazin),Österreichische Kinderfreunde 1010 Wien,"4397,9",
2012,KINDERSCHUTZ AKTIV,KINDERSCHUTZ AKTIV,Verein für gewaltlose Erziehung 1020 Wien,2046,
2012,KIRCHE IN,KIRCHE IN,Rudolf Schermann 1100 Wien,8796,
2012,KIRCHE IN BEWEGUNG (vormals: Altkatholische Kirchenzeitung),KIRCHE IN BEWEGUNG (vormals: Altkatholische Kirchenzeitung),Altkatholische Kirche Österreichs 1010 Wien,"4397,9",
2012,Der KONAK,Der KONAK,Forschungs- und Kulturverein für Kontinentalamerika und die Karibik 1100 Wien,"4397,9",
2012,KONTRASTE - Presse- und Informationsdienst für Sozialpolitik,KONTRASTE - Presse- und Informationsdienst für Sozialpolitik,Sozialwissenschaftliche Vereinigung 4040 Linz,"4397,9",
2012,KRITISCHES CHRISTENTUM,KRITISCHES CHRISTENTUM,Aktion Kritisches Christentum 1040 Wien,1364,
2012,KURSWECHSEL,KURSWECHSEL,Sonderzahl VerlagsgesmbH 1040 Wien,7330,
2012,LAMBDA - Nachrichten,LAMBDA - Nachrichten,Homosexuelle Initiative (HOSI) Wien 1020 Wien,"4397,9",
2012,LATEINAMERIKA ANDERS,LATEINAMERIKA ANDERS,Informationsgruppe Lateinamerika (IGLA) 1090 Wien,"4397,9",
2012,MALMOE,MALMOE,Verein zur Förderung medialer Vielfalt und Qualität 1181 Wien,5864,
2012,MEDIEN UND ZEIT,MEDIEN & ZEIT,"Arbeitskreis für historische Kommunikationsforschung (AHK), 1180 Wien",5864,
2012,MEDIEN JOURNAL,MEDIEN JOURNAL,Österreichische Gesellschaft für Kommunikationsforschung 5020 Salzburg,"4397,9",
2012,MITEINANDER - Welt und geistliche Berufung,MITEINANDER – Welt und geistliche Berufung,Kirchliches Institut Canisiuswerk - Zentrum für geistliche Berufe 1010 Wien,1364,
2012,NACHRICHTEN und Stellungnahmen der Kath. Sozialakademie Österreichs,NACHRICHTEN und Stellungnahmen der Katholischen Sozialakademie Österreichs,Katholische Sozialakademie Österreichs 1010 Wien,"4397,9",
2012,Der NEUE MERKER,Der NEUE MERKER,"Merker Verein, Dr. Sieglinde Pfabigan 1210 Wien",1364,
2012,NICARAGUA - Nachrichten,NICARAGUA – Nachrichten,ARGE für Informationen über Nicaragua 3494 Brunn im Felde,1364,
2012,NU - News über uns,NU - News über uns,Verein Arbeitsgemeinschaft Jüdisches Forum 1030 Wien,7330,
2012,ÖSTERREICHISCHE ZEITSCHRIFT FÜR POLITIKWISSENSCHAFT (ÖZP),Österreichische Zeitschrift für Politikwissenschaft (ÖZP),Facultas Verlags- und Buchhandels AG 1090 Wien,7330,
2012,PARADIGMATA,PARADIGMATA,Kulturverein Pangea 1120 Wien,1364,
2012,PAX - Die Zeitung der Friedensbewegung Pax Christi Österreich,PAX - Die Zeitung der Friedensbewegung Pax Christi Österreich,Pax Christi Österreich 4040 Linz,1364,
2012,PHOENIX,PHOENIX,Dr. Gerfried Sperl 2424 Zurndorf,"4397,9",
2012,PRIDE - Das lesbisch/schwule Österreichmagazin,PRIDE - Das lesbisch/schwule Österreichmagazin,"Verein zur Förderung der Information über Schwule, Lesben und TransGender-Personen 4040 Linz","4397,9",
2012,QUART,QUART,Forum katholischer Akademikerinnen und Akademiker Österreichs 1090 Wien,"4397,9",
2012,REFORMIERTES KIRCHENBLATT,REFORMIERTES KIRCHENBLATT,Evangelischer Oberkirchenrat H.B. 1010 Wien,8796,
2012,RELIGIONEN UNTERWEGS,RELIGIONEN UNTERWEGS,"Petrus Bsteh, Kontaktstelle für Weltreligionen 1130 Wien","4397,9",
2012,SAAT - Evangelische Kirchenzeitung für Österreich,SAAT – Evangelische Kirchenzeitung für Österreich,Evangelischer Presseverband in Österreich 1030 Wien,10262,
2012,SCHOTTENGASSE,SCHOTTENGASSE,Verein der Freunde der Katholischen Medien Akademie 1010 Wien,"4397,9",
2012,SCHULHEFT,SCHULHEFT,StudienVerlag GmbH 6020 Innsbruck,7330,
2012,Die SEITEN des Vereins für kulturelle Information,Die SEITEN des Vereins für kulturelle Information,Verein für kulturelle Informationen 1050 Wien,1364,
2012,SIO - SOZIALARBEIT in Österreich,SIO - SOZIALARBEIT in Österreich,ÖBDS - Österr. Berufsverband der SozialarbeiterInnen 1060 Wien,"4397,9",
2012,SOL,SOL,"Menschen für Solidarität, Ökologie und Lebensstil 1140 Wien","4397,9",
2012,SOZIALE TECHNIK,SOZIALE TECHNIK,"Interdisziplinäres Forschungs-zentrum für Technik, Arbeit und Kultur (IFZ) 8010 Graz","4397,9",
2012,SPINNRAD,SPINNRAD,Internationaler Versöhnungsbund – Österreichischer Zweig 1080 Wien,"4397,9",
2012,STANDPUNKT,STANDPUNKT,Evangelischer Bund in Österreich 1030 Wien,5864,
2012,SWS-RUNDSCHAU,SWS-RUNDSCHAU,Dr. Heinz Kienzl 1090 Wien,"4397,9",
2012,TALK TOGETHER,TALK TOGETHER! Zeitschrift von und für MigrantInnen und NichtmigrantInnen,Verein Salzburg - Kommunikation und Kultur 5020 Salzburg,"4397,9",
2012,TARANTEL - Zeitschrift für Kultur von unten,TARANTEL - Zeitschrift für Kultur von unten,Gerald Grassl 1020 Wien,"4397,9",
2012,UNSER AUFTRAG,UNSER AUFTRAG,Offiziersgesellschaft Wien 1010 Wien,1364,
2012,VIENNA DNES,VIENNA DNES,a Mag. Saschka Zhurkov 1050 Wien,1364,
2012,VOLKSSTIMME,VOLKSSTIMME,Verein für Gesellschaftskritik 1090 Wien,1364,
2012,VORWÄRTS,VORWÄRTS,Sozialistische LinksPartei/SLP 1070 Wien,1364,
2012,WERKSTATT-Blatt (vormals Guernica),WERKSTATT-Blatt (vormals Guernica),Solidarwerkstatt Österreich 4020 Linz,1364,
2012,Das WORT - Evangelische Beiträge zu Bildung und Unterricht,Das WORT – Evangelische Beiträge zu Bildung und Unterricht,"FI Dr. Lars Amann, Evangelisches Schulamt Wien, 1050 Wien","4397,9",
2012,YOU! MAGAZIN,YOU! MAGAZIN,Jugendverein für christlich-katholische Werte 1010 Wien,"4397,9",
2012,YPSILON Männermagazin der katholischen Männerbewegung,YPSILON Männermagazin der katholischen Männerbewegung,Katholische Männerbewegung der Diözese St. Pölten 3100 St. Pölten,1364,
2012,ZEBRATL,ZEBRATL,Verein Zebra 8010 Graz,"4397,9",
2012,ZEITZEICHEN,ZEITZEICHEN,Katholische Arbeitnehmer - Bildungs- und Hilfswerk Österreich 1010 Wien,"4397,9",
2012,Die BRILLE,Die BRILLE,Verein Multikulturelles Netzwerk 1070 Wien,,Nicht gefördert
